"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.s3","CONS.s4","CONS.ASOC.parents.solves_Mill_2","CONS.ASOC.scrounges_Mill_2","CONS.SOCIAL.parents.solves_Mill_2","CONS.SOCIAL.scrounges_Mill_2","OFFs1","OFFs2","OFFs3","OFFs4","OFFASOC.parents.solves_Mill_2","OFFASOC.scrounges_Mill_2","OFFSOCIAL.parents.solves_Mill_2","OFFSOCIAL.scrounges_Mill_2","convergence","loglik","Baseline.parameter1","Baseline.parameter2","s1","s2","s3","s4","ASOCIALparents.solves_Mill_2","ASOCIALscrounges_Mill_2","SOCIALparents.solves_Mill_2","SOCIALscrounges_Mill_2","SE.Baseline.parameter1","SE.Baseline.parameter2","SEs1","SEs2","SEs3","SEs4","SEasocialparents.solves_Mill_2","SEasocialscrounges_Mill_2","SEsocialparents.solves_Mill_2","SEsocialscrounges_Mill_2","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"44",44,"unconstrained","0:1:0:0","weibull",0,1,0,0,2,3,4,5,0,0,0,0,0,0,0,0,TRUE,248.460056737685,29.5855315870256,0.00125904603913411,0,10.3849334090308,0,0,0.122671668604611,-7.52530196636559,-0.00167823794136007,-1.83416664146391,NA,NA,0,NA,0,0,NA,NA,NA,NA,510.92011347537,513.524764638161,82.4091439015357,1.27374288939987e-18,2.74188849436989e-19
"184",184,"additive","0:1:0:0","weibull",0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,TRUE,251.25201205117,33.8562710553574,0.000840718743191476,0,24.8450325471147,0,0,0.124467104790808,-8.68705394999888,0,0,NA,NA,0,NA,0,0,NA,NA,0,0,512.504024102341,513.837357435674,82.7217366990488,1.08943947882933e-18,2.34515269696372e-19
"62",62,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,4,0,5,0,0,0,0,0,0,0,0,TRUE,248.662187802811,29.6442522441397,0.0113621414767406,5.00763315383936,0,0,8.01963570675926,0.0624071553541562,-4.84523602133681,0,-2.94976289750234,NA,0.0113054105402525,7.41390415313164,0,0,12.3444187883119,0.0260861072797156,2.98044983865308,0,1.13783667607726,511.324375605621,513.929026768412,82.8134060317867,1.04063245486939e-18,2.24008956487178e-19
"46",46,"unconstrained","0:1:0:2","weibull",0,1,0,2,3,0,4,5,0,0,0,0,0,0,0,0,TRUE,249.107870707881,32.2882368462949,0.0186605249336541,0,0.253643888271309,0,2.13805611392818,0.0528023463452754,0,0.0313870450330506,-3.56819676422861,NA,0.0186477990213791,0,0.397514630912772,0,3.0606589541739,0.0336042178195744,0,0.013262715217739,1.27967082665665,512.215741415763,514.820392578553,83.7047718419279,6.66407291161176e-19,1.43452379550471e-19
"111",111,"unconstrained","0:1:0:0","weibull",0,1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,FALSE,250.484783513405,30.2406288976444,0.00184571436559723,0,12.2420094188679,0,0,0.116770292185636,-7.58549610136938,-0.0219134382508876,0,NA,0.00275129362768373,0,19.0864680301707,0,0,0.0263295795710867,2.65362001510744,0.0192343633386293,0,512.96956702681,514.878657935901,83.7630371992758,6.47273129636615e-19,1.39333515549721e-19
"109",109,"unconstrained","0:1:0:0","weibull",0,1,0,0,2,0,3,4,0,0,0,0,0,0,0,0,TRUE,250.499334001408,29.3870857278288,0.0155537639446348,0,0.461504396434023,0,0,0.0572887923899527,0,0.0302825921925026,-3.30713737154369,NA,0.0154644258145929,0,0.690390777542636,0,0,0.0371031610463302,0,0.013426058460953,1.16257991098908,512.998668002815,514.907758911906,83.7921381752806,6.37923177871227e-19,1.37320823240952e-19
"133",133,"unconstrained","1:0:0:2","weibull",1,0,0,2,0,3,0,4,0,0,0,0,0,0,0,0,TRUE,250.560026279881,31.5229175031979,0.0219447467253574,2.81090810707346,0,0,4.39639026409727,0,-2.97395068661239,0,-3.15285552648731,NA,0.0105285707981318,3.39522108495201,0,0,5.70414075514614,0,2.53722803034723,0,1.05659281575787,513.120052559761,515.029143468852,83.913522732227,6.00357665488687e-19,1.29234383894051e-19
"200",200,"socialEffectsOnly","1:0:0:2","weibull",1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,252.164737019324,29.5879186848934,0.0335512654930217,1.81313575834568,0,0,2.95912400338526,0,0,0,-3.29959297804619,NA,NA,1.50588040269955,0,0,2.70302030559265,0,0,0,1.03435925597695,514.329474038649,515.662807371982,84.5471866353568,4.37332438707976e-19,9.4141195361106e-20
"210",210,"socialEffectsOnly","1:2:0:0","weibull",1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,FALSE,252.212138633391,45.0235431474714,0.0445273350035573,1.88892450332337,0.354213004739356,0,0,0,0,0.00181794397880215,0,372.095438225536,0.0269211233074298,0.954307867106659,0.189227786776194,0,0,0,0,0.0130179191243813,0,514.424277266781,515.757610600115,84.6419898634895,4.17085827152486e-19,8.97828627858299e-20
"108",108,"unconstrained","0:1:0:0","weibull",0,1,0,0,0,2,3,4,0,0,0,0,0,0,0,0,TRUE,250.936176890581,29.4070555058335,0.00992801036717393,0,0.78750594747033,0,0,0,-0.842732363938358,0.032258709688201,-3.16183134479815,NA,0.0173876272087031,0,1.67506944924343,0,0,0,2.29587061668814,0.0121388127948596,1.06732967119943,513.872353781161,515.781444690252,84.665823953627,4.12144895678428e-19,8.8719266413836e-20
"45",45,"unconstrained","0:1:0:2","weibull",0,1,0,2,0,3,4,5,0,0,0,0,0,0,0,0,TRUE,249.612797662972,29.4026778532378,0.0121827489087183,0,0.464417547884794,0,3.42586026267032,0,-0.685428890165482,0.0323359735082913,-3.29265780326888,NA,0.019718889565026,0,0.94883012119387,0,6.65913863982766,0,1.87012924526308,0.0122784539248907,1.11584284012995,513.225595325944,515.830246488735,84.7146257521098,4.0220989403316e-19,8.65806349106177e-20
"182",182,"unconstrained","0:1:0:0","weibull",0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,TRUE,252.257475533758,29.3915513456289,0.0235430485243606,0,0.443201300847054,0,0,0.0777085768564669,0,0,-2.61647399448309,NA,0.00991731348048291,0,0.488432176268933,0,0,0.0231333907592468,0,0,1.11457420217328,514.514951067516,515.84828440085,84.7326636642243,3.98598689797615e-19,8.58032787089337e-20
"11",11,"unconstrained","0:1:0:2","weibull",0,1,0,2,3,4,5,6,0,0,0,0,0,0,0,0,FALSE,248.38998332241,34.975785207981,0.00586356450325137,0,1.59712966632836,0,4.31089287423271,0.0992169394689952,-4.94072237525594,0.00166742871558205,-2.26789485739549,NA,0.00537207266606422,0,1.91065978878053,0,8.06419754549418,0.0216777249462339,2.16569078560747,0.0267404128469859,1.23180010405652,512.77996664482,516.208538073391,85.0929173367659,3.32895386008351e-19,7.16598331045581e-20
"115",115,"unconstrained","0:1:0:2","weibull",0,1,0,2,3,0,0,4,0,0,0,0,0,0,0,0,TRUE,251.234375701945,32.4446604110522,0.0252217609444105,0,0.284716964780346,0,2.25397275763937,0.0739039057272111,0,0,-2.88980812896279,NA,0.0158881243925171,0,0.344973162845823,0,2.68915818782111,0.0226997173479303,0,0,1.20070309981846,514.46875140389,516.37784231298,85.262221576355,3.0587489078264e-19,6.584333861512e-20
"135",135,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,0,0,4,0,0,0,0,0,0,0,0,TRUE,251.329154429993,29.3803975947481,0.0318279643426279,1.75482305234918,0,0,2.86024515582509,0.0426260199642939,0,0,-3.42788150090433,NA,NA,1.51942021315047,0,0,2.63402377676216,0.0270844246969667,0,0,1.08687888006725,514.658308859987,516.567399769078,85.4517790324524,2.78215901576197e-19,5.98894004300927e-20
"60",60,"unconstrained","1:0:0:2","weibull",1,0,0,2,0,3,4,5,0,0,0,0,0,0,0,0,TRUE,250.473270786775,31.5320295873478,0.0214320340591399,3.5388220344969,0,0,4.71652386535034,0,-2.98797337260243,-0.00780939114079501,-3.05937814256863,NA,NA,4.57420423079328,0,0,6.09356821872428,0,2.54220610160389,0.0189458905647809,1.06652028489221,514.94654157355,517.551192736341,86.4355719997155,1.70119469674141e-19,3.66203117167238e-20
"48",48,"unconstrained","0:1:0:2","weibull",0,1,0,2,3,4,5,0,0,0,0,0,0,0,0,0,TRUE,250.482695939268,30.1609317994119,0.00161850587946007,0,14.0985694033716,0,0,0.118889444490152,-7.76279504757159,-0.02148894064961,0,NA,0.00367058378998757,0,34.1861822093537,0,32.2155865513203,0.0369090877843113,3.79296047007292,0.0194476593942742,0,514.965391878535,517.570043041326,86.4544223047006,1.68523600200953e-19,3.62767811515316e-20
"185",185,"socialEffectsOnly","0:1:0:2","weibull",0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,TRUE,253.271964742558,28.7751103206349,0.00402839246814147,0,2.87548151688533,0,20.0182094299115,0,0,0,-2.23778567146387,NA,0.0168533411955108,0,12.5608292969073,0,85.7393017411399,0,0,0,0.83460114959005,516.543929485116,517.877262818449,86.761642081824,1.44526937947912e-19,3.11112039630383e-20
"132",132,"socialEffectsOnly","1:0:0:2","weibull",1,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,TRUE,252.029968406692,95.4540314265785,0.0331323670810243,2.45331474050729,0,0,3.31766351213241,0,0,-0.00933957490927797,-3.1805268531975,NA,NA,2.42256589356368,0,0,3.12682222655932,0,0,0.0180143338273995,1.04027629190512,516.059936813384,517.969027722474,86.8534069858491,1.38045516426133e-19,2.97159981294577e-20
"224",224,"socialEffectsOnly","0:1:0:0","weibull",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,TRUE,254.604556278138,29.5655240224534,0.00292553534978367,0,5.34309907372875,0,0,0,0,0,-2.11570847512757,NA,0.016205180215586,0,30.3646446904549,0,0,0,0,0,0.82572955240035,517.209112556276,518.078677773667,86.9630570370419,1.30680894850191e-19,2.81306726032066e-20
"61",61,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,0,4,5,0,0,0,0,0,0,0,0,TRUE,250.798568527694,29.48698172303,0.0266841817303788,3.65759686063339,0,0,3.9147527474597,0.0544371821614299,0,-0.0218185529728468,-3.1175860595628,NA,NA,4.08165377013962,0,0,3.96591037180501,0.0295766204821602,0,0.0224544753441061,1.08599484249114,515.597137055387,518.201788218178,87.0861674815527,1.22879378560454e-19,2.64513001072748e-20
"131",131,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,TRUE,252.290233472995,35.1413099520878,0.0176110650316632,49.1461480444948,0,0,0,0.0676417454510014,-5.82415531808818,-0.168046327786961,0,1118.34166460491,0.016583904545527,49.2245913406319,0,0,0,0.0131850256889394,1.68239204508322,0.0707162547990253,0,516.580466945989,518.48955785508,87.3739371184548,1.06412004378271e-19,2.29064949367521e-20
"137",137,"additive","1:0:0:2","weibull",1,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,TRUE,253.108047270099,31.9388280807854,0.00878578203311572,11.7974518886264,0,0,17.7422872321245,0.0674641978460154,-6.48184965549744,0,0,NA,NA,15.1089895294518,0,0,24.7121572204179,0.0198735186413303,2.61187581614726,0,0,518.216094540198,520.125185449289,89.0095647126633,4.69697884712884e-20,1.01108256355481e-20
"113",113,"unconstrained","0:1:0:2","weibull",0,1,0,2,0,3,0,4,0,0,0,0,0,0,0,0,TRUE,253.207728506376,28.9666220087708,0.00697519112272508,0,1.60173225568029,0,11.3897720838404,0,-0.801219929974038,0,-2.28649126064944,NA,0.0179250027401763,0,4.47187918230772,0,31.0428039996859,0,2.67243168854194,0,0.85347938954973,518.415457012752,520.324547921843,89.2089271852176,4.25135717507796e-20,9.15157008593414e-21
"180",180,"unconstrained","0:1:0:0","weibull",0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,TRUE,254.533247420798,29.0781851199549,0.00651150871361312,0,2.31895868257762,0,0,0,-1.03388425703789,0,-2.16309832710494,NA,0.0171814619255051,0,6.59503878093353,0,0,0,3.14092718084829,0,0.842754221456505,519.066494841595,520.399828174929,89.2842074383032,4.09430973710523e-20,8.81350612747657e-21
"155",155,"socialEffectsOnly","1:2:0:3","weibull",1,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0,FALSE,253.560365012073,40.3032964352281,0.0563373895755815,1.30478391466141,0.257437306098419,0,0.0371254459302367,0,0,0.00466339867222268,0,334.857668433814,0.0357750525015329,0.647624777155693,0.140867569715673,0,1.30582590545725,0,0,0.0130192995161898,0,519.120730024146,521.029820933236,89.9142001966111,2.98799251299211e-20,6.43202200445375e-21
"148",148,"socialEffectsOnly","1:2:0:0","weibull",1,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,FALSE,253.74607142171,35.1885258512907,0.0518947204541626,0.843303164524469,0.285816967981289,0,0,0,0,0.00987626461727915,-0.189371809328269,NA,0.0164206074106717,0.442904382875921,0.133082049209082,0,0,0,0,0.0126414897410838,0.672183488425105,519.492142843419,521.40123375251,90.2856130158849,2.48157974650009e-20,5.3419061346013e-21
"17",17,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,4,5,6,0,0,0,0,0,0,0,0,FALSE,251.4050356984,29.3816128073147,0.0600493284796853,0.832252766728087,0,0,1.14116362929255,0.0295530948447444,-0.763573497419583,0.00883402217113108,-3.28028241275676,76.9732775885044,0.00579129548223045,NA,0,0,NA,0.01943220406725,0.916540227853154,NA,0.899570013598166,518.8100713968,522.238642825371,91.1230220887461,1.63262772092255e-20,3.51443230878093e-21
"159",159,"socialEffectsOnly","1:2:3:0","weibull",1,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,FALSE,254.354562242194,29.3915365780888,0.0642956399874995,0.52934462512175,0.230086253587748,0.588888786800342,0,0,0,0.014752779418045,0,129.911633946938,NA,0.25660282334939,NA,NA,0,0,0,0.0108616661520563,0,520.709124484388,522.618215393479,91.5025946568534,1.35040497838662e-20,2.90691308567196e-21
"227",227,"additive","0:1:0:0","weibull",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,256.966835862171,29.5201391942638,0.0203903717970094,0,1.09687256479433,0,0,0.0825689616405004,0,0,0,NA,0.0137003000633051,0,1.07947834781781,0,0,0.0245972916478148,0,0,0,521.933671724342,522.803236941733,91.687616205108,1.23108236911899e-20,2.65005646869547e-21
"152",152,"unconstrained","1:2:0:0","weibull",1,2,0,0,3,0,4,0,0,0,0,0,0,0,0,0,FALSE,254.59566946874,29.3835386726414,0.0616620738657785,0.595830600619351,0.246727129776208,0,0,0.0516653034633037,0,-0.00241027949147439,0,265.249038136902,0.0431144469596418,0.421814765085883,0.126630265544377,0,0,0.0204943655645943,0,0.0186588524918774,0,521.191338937481,523.100429846572,91.9848091099464,1.06109066131095e-20,2.28412837468527e-21
"82",82,"unconstrained","1:2:0:3","weibull",1,2,0,3,4,0,5,0,0,0,0,0,0,0,0,0,FALSE,253.504866890616,29.3856403954457,0.0598770443712957,0.854891411356724,0.243090565212543,0,0.11418750567404,0.0505445270508548,0,-0.00431441441458285,0,214.027681124985,0.0360713450587392,0.512525103157759,0.139275686751166,0,1.27572457928391,0.020494644105132,0,0.0186171935906134,0,521.009733781233,523.614384944023,92.498764207398,8.20632213413236e-21,1.76651194114001e-21
"18",18,"unconstrained","1:0:2:0","weibull",1,0,2,0,3,4,5,6,0,0,0,0,0,0,0,0,FALSE,252.223929219238,29.3780836461918,0.182018804484976,0,0,0.702771349384783,0,0.0226005038441579,-0.435210808159048,0.114580293791918,-0.282480852058683,108.946604001645,0.13679628782843,0.00227981913395384,0,0.337964121613982,0,0.0116136305064997,0.376537744801673,NA,NA,520.447858438477,523.876429867048,92.7608091304229,7.19856994585531e-21,1.54958086712123e-21
"78",78,"socialEffectsOnly","1:2:0:3","weibull",1,2,0,3,0,0,4,5,0,0,0,0,0,0,0,0,FALSE,253.878887718144,34.5206879141926,0.0512154226941596,0.792421749847432,0.290952258923757,0,0.0363414881298441,0,0,0.010467455384502,-0.195100662478702,NA,0.0167297369999866,0.429592267844652,0.164366445640973,0,1.42169486044332,0,0,0.012636125415952,0.71149045259575,521.757775436287,524.362426599078,93.2468058624527,5.64564257331475e-21,1.21529411813949e-21
"188",188,"additive","0:1:0:2","weibull",0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,256.749536085352,33.2819806918681,0.0195868542990227,0,1.03050158926297,0,2.88149981956444,0.0821273687265216,0,0,0,NA,0.0149949696964815,0,1.05526830156659,0,5.39171131542096,0.025073153024584,0,0,0,523.499072170705,524.832405504038,93.7167847674127,4.46332752267354e-21,9.60786237384928e-22
"239",239,"noILVs","0:1:0:0","weibull",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,259.337725512939,0.00460181796412768,0.000533046663965769,0,53.004756474038,0,0,0,0,0,0,NA,0.00441559507886868,0,442.562044056091,0,0,0,0,0,0,524.675451025878,525.186089323751,94.0704685871253,3.73987676112359e-21,8.05054548058556e-22
"183",183,"unconstrained","0:1:0:0","weibull",0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,TRUE,256.957267211776,29.3637320141382,0.0212673056699719,0,1.05975449767974,0,0,0.0830156503286185,0,-0.00238323078399682,0,NA,0.0149684654905645,0,1.04766923876534,0,0,0.0240862773895134,0,0.0175146055273264,0,523.914534423552,525.247867756885,94.13224702026,3.62612085808907e-21,7.80567188459323e-22
"195",195,"unconstrained","1:0:0:0","weibull",1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,TRUE,257.00576222095,1653.16457844987,0.594007430447859,1.46792271514445,0,0,0,0,-3.26745493825573,0,-3.05035550029914,3091.45033424284,0.389798714237682,1.19417675292638,0,0,0,0,1.50874423991149,0,1.39762338072494,524.0115244419,525.344857775233,94.2292370386081,3.45446788927359e-21,7.4361677215974e-22
"130",130,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,TRUE,255.721553010664,29.4559495402606,0.0336512210993044,1.91403808335114,0,0,0,0.042119059758242,-4.46560891267634,0,-2.72448794845192,527.499582299543,0.0323090070576441,1.85341579679582,0,0,0,0.0162868781176238,1.76008494254385,0,1.67279851332044,523.443106021327,525.352196930418,94.2365761937928,3.44181468147633e-21,7.40893013294044e-22
"202",202,"additive","1:0:0:2","weibull",1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,TRUE,257.025734077973,34.4418137505074,0.019271164389258,6.92667363945285,0,0,10.0730246307613,0,-4.40462140002853,0,0,NA,NA,8.41122904248742,0,0,13.5118187101353,0,2.79103671429157,0,0,524.051468155947,525.38480148928,94.269180752655,3.38616013733115e-21,7.2891268700363e-22
"225",225,"socialEffectsOnly","0:1:0:0","weibull",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,FALSE,258.504974580426,28.2447652260015,0.000831286109121201,0,29.6758365493909,0,0,0,0,0.0128948256412373,0,6183.1045679462,NA,0,NA,0,0,0,0,0.00972780330839012,0,525.009949160852,525.879514378243,94.7638936416176,2.6441248263893e-21,5.69180444459277e-22
"134",134,"unconstrained","1:0:0:2","weibull",1,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,TRUE,256.137376097627,35.410070216488,0.0210689417715764,11.0339092944225,0,0,9.47743921534918,0,-4.22202000196172,-0.0254732813144448,0,1473.31968906002,0.0297816579845908,12.3626001696879,0,0,11.8437330945548,0,2.56319832865314,0.0209489388039193,0,524.274752195254,526.183843104345,95.0682223677193,2.27089895612845e-21,4.88838977748396e-22
"228",228,"noILVs","0:1:0:2","weibull",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,258.670065695878,54.4329724279828,0.000246178073946462,0,96.7471442024157,0,414.447324407986,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,525.340131391756,526.209696609147,95.0940758725218,2.24173252733965e-21,4.82560544621632e-22
"136",136,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,0,4,0,0,0,0,0,0,0,0,0,TRUE,256.215912781691,29.6695321790107,0.0343422178043516,12.5438038894978,0,0,6.3948263042041,0.0719575739986233,0,-0.0691207890517892,0,768.626494616934,0.0389122978473554,11.6250420145881,0,0,5.46183927708145,0.0243324918269664,0,0.0527356746130132,0,524.431825563383,526.340916472474,95.2252957358482,2.09937374786262e-21,4.51916063481131e-22
"128",128,"unconstrained","1:0:0:0","weibull",1,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,TRUE,256.400801645715,1598.15430553657,0.633484625279562,2.85803590599672,0,0,0,0,-3.38730311478483,-0.0236423038635846,-2.56275715550614,2848.37605849996,0.385981694123711,2.76797817959275,0,0,0,0,1.55746688739646,0.021937388228546,1.39568051191593,524.801603291431,526.710694200522,95.5950734638961,1.7449924359169e-21,3.75631120112264e-22
"3",3,"unconstrained","1:0:2:3","weibull",1,0,2,3,4,5,6,7,0,0,0,0,0,0,0,0,FALSE,252.223929219238,29.3780836461918,0.182018804484976,0,0,0.702771349384783,0,0.0226005038441579,-0.435210808159048,0.114580293791918,-0.282480852058683,109.680475340293,0.137749551931522,0.00730417494958375,0,0.338148010665923,0.01179694958279,0.013333575814979,0.393172739459412,0.00837610226538783,0.943715526816417,522.447858438477,526.838102340916,95.7224816042905,1.63729608205453e-21,3.52448153125893e-22
"117",117,"additive","0:1:0:2","weibull",0,1,0,2,3,4,0,0,0,0,0,0,0,0,0,0,FALSE,256.480405750449,29.4096087741114,0.0455011765551058,0,0.391991969204181,0,0.0546154002981699,0.0669951838797246,-0.462752344177861,0,0,NA,NA,0,0.229601113054839,0,1.72608507533179,0.0158413716408295,0.869965761016932,0,0,524.960811500897,526.869902409988,95.7542816733629,1.61146888855263e-21,3.46888531533964e-22
"186",186,"socialEffectsOnly","0:1:0:2","weibull",0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,FALSE,257.869678527143,28.848563929854,0.000704682876508569,0,29.4710799815,0,122.365497122933,0,0,0.0125788121121647,0,NA,0.000967714778075006,0,40.8573125937386,0,202.987441035601,0,0,0.00968080459018014,0,525.739357054285,527.072690387619,95.9570696509934,1.45608616514059e-21,3.13440486006655e-22
"116",116,"unconstrained","0:1:0:2","weibull",0,1,0,2,3,0,4,0,0,0,0,0,0,0,0,0,TRUE,256.749462758347,33.1334170569246,0.0196686478083185,0,1.02710157090725,0,2.86265136764487,0.0821766504016432,0,-0.000201527862089765,0,NA,0.0166907745027916,0,1.08779865437274,0,5.60153044843705,0.025360467667114,0,0.0173086103014582,0,525.498925516695,527.408016425785,96.2923956891601,1.2313228857433e-21,2.65057421036093e-22
"226",226,"additive","0:1:0:0","weibull",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TRUE,259.310577631542,28.7479954859871,0.00321472972902307,0,8.68940152190506,0,0,0,-1.70370409524812,0,0,NA,0.0167902908500517,0,46.1208832518883,0,0,0,5.74228107293189,0,0,526.621155263084,527.490720480475,96.3750997438495,1.18144360044146e-21,2.54320290362809e-22
"96",96,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,3,0,4,0,0,0,0,0,0,0,0,FALSE,256.826685398242,0.00750364005816675,0.0370423425653239,0,0,0,1.01624230018256,0.0592548639639592,-2.95317941124432,0,-4.81453144815861,NA,NA,0,0,0,1.11836451485931,0.0126756286115276,1.14871126860465,0,2.3045283061101,525.653370796483,527.562461705574,96.4468409689489,1.13981556975354e-21,2.45359343900509e-22
"38",38,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,3,4,5,0,0,0,0,0,0,0,0,FALSE,255.50505965216,0.00124233800087889,0.0455464468802067,0,0,0,0.198660386447531,0.0382404592914296,-1.8417798122188,0.0576360343927339,-7.40926108705079,NA,NA,0,0,0,0.288660792186983,0.0175683910821019,1.06573248952344,0.0234470240194027,2.73953372068726,525.01011930432,527.614770467111,96.4991497304856,1.11039086906486e-21,2.3902531456539e-22
"196",196,"unconstrained","1:0:0:0","weibull",1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,258.401987819006,1421.80684956733,0.698774139508783,7.69764291457759,0,0,0,0,-3.84351581538152,-0.040746823691779,0,2298.93109877865,0.374770439954099,5.97641127527578,0,0,0,0,1.59360583989835,0.0238027154924347,0,526.803975638012,528.137308971345,97.0216882347199,8.55082635947251e-22,1.84067071993147e-22
"181",181,"unconstrained","0:1:0:0","weibull",0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,TRUE,258.483324931282,30.5752404570304,0.00213958426161359,0,11.4272585583692,0,0,0,-1.5733296328768,0.0129128539835405,0,NA,0.0154677193005948,0,83.4483501303906,0,0,0,6.7852765729731,0.0098042473909954,0,526.966649862565,528.299983195898,97.1843624592728,7.8828602684008e-22,1.69688278949586e-22
"80",80,"unconstrained","1:2:0:3","weibull",1,2,0,3,0,4,5,0,0,0,0,0,0,0,0,0,FALSE,255.962357057165,29.4018124010092,0.0647444580708789,0.562085331286326,0.22222324534737,0,0.0650190978857594,0,-0.321716537791903,0.0120779503038945,0,NA,NA,0.319805904631063,0.126205670394378,0,1.11209273756584,0,0.596874235962231,0.0121977644932132,0,525.924714114331,528.529365277122,97.4137445404962,7.02868600349902e-22,1.51301125556137e-22
"187",187,"additive","0:1:0:2","weibull",0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,FALSE,258.665655020982,27.4851428951689,0.000759156301298692,0,31.3510416481158,0,133.527100344596,0,-1.28188892804503,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,527.331310041964,528.664643375297,97.5490226386715,6.5689941708224e-22,1.41405692518111e-22
"232",232,"additive","1:0:0:0","weibull",1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,TRUE,259.999121529932,1877.1126088565,0.603170260640269,3.30521081892042,0,0,0,0,-3.82802293869139,0,0,3568.50400176397,0.372350328479101,2.22142997465035,0,0,0,0,1.5616489283627,0,0,527.998243059864,528.867808277255,97.75218754063,5.93447327724168e-22,1.27746848554978e-22
"234",234,"noILVs","1:0:0:2","weibull",1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,260.03777900786,33.2580539124651,0.0400942197582898,3.52095797037249,0,0,5.9918762787736,0,0,0,0,NA,NA,2.43454841551509,0,0,4.67446604293405,0,0,0,0,528.075558015721,528.945123233112,97.8295024964866,5.70943915684408e-22,1.22902711871714e-22
"94",94,"unconstrained","0:0:0:1","weibull",0,0,0,1,0,2,3,4,0,0,0,0,0,0,0,0,FALSE,257.536018830062,0.186671951840458,0.0663341616720046,0,0,0,0.12246446772636,0,-1.38036972817288,0.0693481792280665,-7.85489246309754,NA,NA,0,0,0,0.172283099545569,0,0.866786279580332,0.0197546136357138,2.64118740025701,527.072037660123,528.981128569214,97.8655078325887,5.60757369516002e-22,1.20709932310866e-22
"201",201,"socialEffectsOnly","1:0:0:2","weibull",1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,TRUE,258.980238439843,105.535500733001,0.0397911398293073,6.45846340498639,0,0,6.74894399588735,0,0,-0.0243450088638831,0,3491.25630569115,0.0632837887721759,5.05676494160204,0,0,5.57592191043802,0,0,0.0179933450235219,0,527.960476879686,529.293810213019,98.1781894763936,4.79597635820944e-22,1.03239299746279e-22
"203",203,"additive","1:0:0:2","weibull",1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,TRUE,259.06003871358,29.8153889697877,0.0406871625855149,3.21192354715606,0,0,5.42822177264163,0.0435977761404742,0,0,0,NA,NA,2.24757205210548,0,0,4.1507800969118,0.0242339601613527,0,0,0,528.120077427161,529.453410760494,98.3377900238687,4.42812849838727e-22,9.53209213755845e-23
