"","model","type","netCombo","baseline","CONS.s1","CONS.s2","CONS.s3","CONS.s4","CONS.ASOC.parents.solves_Mill_2","CONS.ASOC.scrounges_Mill_2","CONS.SOCIAL.parents.solves_Mill_2","CONS.SOCIAL.scrounges_Mill_2","OFFs1","OFFs2","OFFs3","OFFs4","OFFASOC.parents.solves_Mill_2","OFFASOC.scrounges_Mill_2","OFFSOCIAL.parents.solves_Mill_2","OFFSOCIAL.scrounges_Mill_2","convergence","loglik","Baseline.parameter1","Baseline.parameter2","s1","s2","s3","s4","ASOCIALparents.solves_Mill_2","ASOCIALscrounges_Mill_2","SOCIALparents.solves_Mill_2","SOCIALscrounges_Mill_2","SE.Baseline.parameter1","SE.Baseline.parameter2","SEs1","SEs2","SEs3","SEs4","SEasocialparents.solves_Mill_2","SEasocialscrounges_Mill_2","SEsocialparents.solves_Mill_2","SEsocialscrounges_Mill_2","aic","aicc","deltaAICc","RelSupport","AkaikeWeight"
"205",205,"socialEffectsOnly","1:0:2:0","weibull",1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,FALSE,259.079670648566,29.2341707162259,0.17062171376414,0.189235439301168,0,1.05609359796457,0,0,0,0.0496029349590056,0,114.255214815423,0.124326727256704,NA,0,0.392751618810325,0,0,0,NA,0,528.159341297133,529.492674630466,98.3770538938406,4.3420435395911e-22,9.34678365809544e-23
"114",114,"unconstrained","0:1:0:2","weibull",0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,FALSE,257.857726368387,33.240657258694,0.000654478367580493,0,31.916056733981,0,131.52255274827,0,-1.15180165298949,0.0125733744764793,0,NA,NA,0,NA,0,NA,0,NA,NA,0,527.715452736775,529.624543645865,98.50892290924,4.06498718815326e-22,8.75038572832373e-23
"95",95,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,0,3,4,0,0,0,0,0,0,0,0,FALSE,258.354865784851,1.07576298312794,0.0739365370633351,0,0,0,0.138047818703721,0.0323233814900998,0,0.0604749329244304,-7.91834937484228,NA,NA,0,0,0,0.187518100708255,0.0165553665871024,0,0.0193525816749647,2.65878942962101,528.709731569702,530.618822478793,99.5032017421676,2.47260233956171e-22,5.32258116015123e-23
"199",199,"additive","1:0:0:0","weibull",1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,FALSE,260.410603888396,29.3715040681531,0.0711376697680367,0.811327161989565,0,0,0,0.0480725512250886,-2.48246155585858,0,0,NA,0.0191181984543231,0.394954717642729,0,0,0,0.0120097635447681,0.86005907890684,0,0,530.821207776791,532.154541110125,101.038920373499,1.14730057743216e-22,2.46970584018516e-23
"230",230,"socialEffectsOnly","1:0:0:0","weibull",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,TRUE,262.54732514018,431.272591211077,0.64343728772099,0.620083630935892,0,0,0,0,0,0,-3.65748573736762,341.406575581087,0.384942953988878,0.38059756470791,0,0,0,0,0,0,1.43183177534713,533.09465028036,533.964215497751,102.848594761126,4.64206707946434e-23,9.99262129052859e-24
"168",168,"additive","0:0:0:1","weibull",0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,FALSE,261.561416063926,0.000235997122361507,0.0338414613366749,0,0,0,2.90919620010894,0.0589973850552363,-3.50768539539099,0,0,NA,NA,0,0,0,2.06212099743868,0.01150117714772,1.10535185243621,0,0,533.122832127852,534.456165461185,103.34054472456,3.62982622991161e-23,7.81364815394251e-24
"194",194,"socialEffectsOnly","1:0:0:0","weibull",1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,FALSE,261.905844823977,435.543902533083,0.682018736167508,1.20940213505222,0,0,0,0,0,-0.0231991951486816,-3.10837058185583,343.192865185741,0.380785725894656,0.954932312067905,0,0,0,0,0,0.0206831077864537,1.41412086337244,533.811689647954,535.145022981288,104.029402244662,2.57218573122825e-23,5.53694667937266e-24
"166",166,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,FALSE,261.912196087362,0.00210021318736495,0.0538098288335589,0,0,0,0.729571954596421,0.0504902679540952,0,0,-4.96554581027208,0.0465760380863908,0.0442450107085104,0,0,0,0.680249802975717,0.0132794203950964,0,0,2.02931562737168,533.824392174724,535.157725508057,104.042104771432,2.55590087163345e-23,5.50189151280255e-24
"97",97,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,FALSE,260.637267364473,0.000308161881751953,0.0322958870925528,0,0,0,3.8727609389147,0.0629125272106994,-3.6792256509589,-0.0648315358051619,0,NA,NA,0,0,0,2.70629994050324,0.0112979520487996,1.09076633316261,0.0723589587010935,0,533.274534728947,535.183625638038,104.068004901412,2.52301518471619e-23,5.43110102020136e-24
"197",197,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,FALSE,261.990760353392,531.347156321299,0.566369843876454,0.623024264810013,0,0,0,0.0209078957618799,0,0,-3.65847736816266,371.64729563627,0.335215613626215,0.475989072150121,0,0,0,0.0169075542594594,0,0,1.65454167374811,533.981520706784,535.314854040117,104.199233303492,2.36278376919355e-23,5.08618315780204e-24
"129",129,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,TRUE,261.117122393869,533.845996647329,0.623152285454879,1.38429799065273,0,0,0,0.0253875042863851,0,-0.0302361621190037,-2.98715963836348,487.663799612022,0.381018688984827,1.17893077332399,0,0,0,0.0181975618203513,0,0.02454436127562,1.51107237626479,534.234244787738,536.143335696829,105.027714960204,1.56142623807515e-23,3.36116234493969e-24
"198",198,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,FALSE,263.356227443548,461.109936856567,0.686674743866316,5.04656001616616,0,0,0,0.0381695183709697,0,-0.0698907766905451,0,346.818831090748,0.351213866597781,3.40091647100428,0,0,0,0.018527630349275,0,0.0453401184609707,0,536.712454887097,538.04578822043,106.930167483805,6.03127535452053e-24,1.29830632528422e-24
"241",241,"asocial","0:0:0:0","weibull",0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,TRUE,264.84992632508,29.2002807200389,0.0655040982519311,0,0,0,0,0.0524006750199341,-3.79034022949626,NA,NA,636.301089367053,0.0992672616483964,0,0,0,0,0.00964247778431468,0.980840823781106,NA,NA,537.69985265016,538.569417867551,107.453797130926,4.64199238035863e-24,9.99246049150063e-25
"244",244,"asocial","0:0:0:0","weibull",0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,TRUE,264.84992632508,29.2002807200389,0.0655040982519311,0,0,0,0,0.0524006750199341,-3.79034022949626,0,NA,636.301089367053,0.0992672616483964,0,0,0,0,0.00964247778431468,0.980840823781106,0,NA,537.69985265016,538.569417867551,107.453797130926,4.64199238035863e-24,9.99246049150063e-25
"245",245,"asocial","0:0:0:0","weibull",0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,TRUE,264.84992632508,29.2002807200389,0.0655040982519311,0,0,0,0,0.0524006750199341,-3.79034022949626,NA,0,636.301089367053,0.0992672616483964,0,0,0,0,0.00964247778431468,0.980840823781106,NA,0,537.69985265016,538.569417867551,107.453797130926,4.64199238035863e-24,9.99246049150063e-25
"251",251,"asocial","0:0:0:0","weibull",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,TRUE,264.84992632508,29.2002807200389,0.0655040982519311,0,0,0,0,0.0524006750199341,-3.79034022949626,0,0,636.301089367053,0.0992672616483964,0,0,0,0,0.00964247778431468,0.980840823781106,0,0,537.69985265016,538.569417867551,107.453797130926,4.64199238035863e-24,9.99246049150063e-25
"231",231,"socialEffectsOnly","1:0:0:0","weibull",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,TRUE,265.06375219392,341.259143814921,0.797657887482352,3.7122677186509,0,0,0,0,0,-0.042507025953978,0,214.602202465906,0.366576024086542,1.98500850248407,0,0,0,0,0,0.0218099365634538,0,538.12750438784,538.997069605232,107.881448868606,3.74835770061848e-24,8.06880174769881e-25
"164",164,"unconstrained","0:0:0:1","weibull",0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,FALSE,264.243435872066,3.89947001182342e-06,0.0449053408611373,0,0,0,0.941836364759701,0,-1.50928236048406,0,-4.52389743411767,NA,NA,0,0,0,NA,0,NA,0,NA,538.486871744132,539.820205077466,108.70458434084,2.48370168297132e-24,5.34647386427788e-25
"240",240,"noILVs","1:0:0:0","weibull",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,267.079840486193,358.135429331806,0.695332966164388,1.49407969650113,0,0,0,0,0,0,0,236.364629275903,0.363292882935219,0.567630869526272,0,0,0,0,0,0,0,540.159680972387,540.670319270259,109.554698533634,1.62367640688392e-24,3.49516350251221e-25
"233",233,"additive","1:0:0:0","weibull",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,TRUE,266.175935828506,427.778165952998,0.622624867128822,1.40373513540354,0,0,0,0.0244922486215064,0,0,0,323.044611459899,0.365622290077148,0.572844769072997,0,0,0,0.0160766228702975,0,0,0,540.351871657012,541.221436874404,110.105816137778,1.23261035810146e-24,2.65334565322825e-25
"63",63,"unconstrained","1:0:0:2","weibull",1,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,FALSE,262.393980088021,29.3776701445519,0.131741678887268,0.50452480236952,0,0,0.488545436738662,0.0339997558891674,-0.550803587888752,0.000761301196821859,0,686.690501048823,0.413545239430657,0.299262453443524,0,0,0.432123123156219,0.01459549321284,0.569602502923545,0.0238910250497061,0,538.787960176041,541.392611338832,110.276990602206,1.13150310558981e-24,2.43569983579829e-25
"215",215,"socialEffectsOnly","0:0:0:1","weibull",0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,266.744668283563,5.06826934077987e-06,0.0480200488579788,0,0,0,1.03076459097689,0,0,0,-4.35779619700147,NA,NA,0,0,0,NA,0,0,0,NA,541.489336567127,542.358901784518,111.243281047893,6.97956644469621e-25,1.50243766537683e-25
"59",59,"unconstrained","1:0:0:0","weibull",1,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,FALSE,264.92833939449,29.3760376862665,0.148871606239711,0.529549072828317,0,0,0,0.0304648121676236,-0.526241263116413,0.0032119299465999,-0.243873486811977,100.122866537347,0.0906128182702761,0.308911362330987,0,0,0,0.0173841122384349,0.618548798796027,0.0246064617524434,2.98931375211317,543.85667878898,546.461329951771,115.345709215145,8.97423604370158e-26,1.93181487086286e-26
"218",218,"additive","0:0:0:1","weibull",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,FALSE,269.354323360895,2.14767766646271e-05,0.0505182565331642,0,0,0,2.35498034777804,0.0517003080874917,0,0,0,0.00203314920696613,0.142619914247672,0,0,0,1.18180877111375,0.0120303402296052,0,0,0,546.708646721789,547.57821193918,116.462591202555,5.13416292555099e-26,1.1051918225366e-26
"167",167,"unconstrained","0:0:0:1","weibull",0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,FALSE,269.317185234272,0.000648337033470622,0.0559498560315576,0,0,0,2.53205335253679,0.0537374396065498,0,-0.0102320311882417,0,NA,NA,0,0,0,1.2624115478064,0.0126925347543255,0,0.029469532145417,0,548.634370468544,549.967703801878,118.852083065252,1.55452632521776e-26,3.34630943244592e-27
"217",217,"additive","0:0:0:1","weibull",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,FALSE,271.80188090809,6.65492650557814e-07,0.0445332460037465,0,0,0,2.65705955522301,0,-2.0866376478155,0,0,NA,NA,0,0,0,NA,0,NA,0,0,551.603761816179,552.47332703357,121.357706296945,4.44128772419846e-27,9.56041899233173e-28
"237",237,"noILVs","0:0:0:1","weibull",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,275.728421912514,7.8981897747303e-08,0.0471205084159003,0,0,0,2.78872171728199,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,557.456843825028,557.967482122901,126.851861386275,2.84752988283667e-28,6.12965888806877e-29
"216",216,"socialEffectsOnly","0:0:0:1","weibull",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,FALSE,274.679522733085,0.000209814412430086,0.0569485122839723,0,0,0,2.47219613775691,0,0,0.0204225402455983,0,NA,NA,0,0,0,1.20594866864642,0,0,0.0132062787743146,0,557.359045466169,558.22861068356,127.112989946935,2.49899244931525e-28,5.37938912265336e-29
"165",165,"unconstrained","0:0:0:1","weibull",0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,FALSE,273.685084975058,29.3855477836388,0.158517287491118,0,0,0,0.753661344875938,0,-0.732139161620906,0.0340675419981599,0,NA,NA,0,0,0,0.3870686134182,0,0.553978952979548,0.0171689080682227,0,557.370169950115,558.703503283449,127.587882546823,1.97080350553192e-28,4.24239734835955e-29
"242",242,"asocial","0:0:0:0","weibull",0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,TRUE,277.598969028012,425.277812373918,0.368434431232852,0,0,0,0,0,-2.73619936519245,NA,NA,348.145606488464,0.355485635409576,0,0,0,0,0,0.827667660961526,NA,NA,561.197938056024,561.708576353896,130.592955617271,4.38631684817247e-29,9.44208740928194e-30
"247",247,"asocial","0:0:0:0","weibull",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,TRUE,277.598969028012,425.277812373918,0.368434431232852,0,0,0,0,0,-2.73619936519245,0,NA,348.145606488464,0.355485635409576,0,0,0,0,0,0.827667660961526,0,NA,561.197938056024,561.708576353896,130.592955617271,4.38631684817247e-29,9.44208740928194e-30
"248",248,"asocial","0:0:0:0","weibull",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,TRUE,277.598969028012,425.277812373918,0.368434431232852,0,0,0,0,0,-2.73619936519245,NA,0,348.145606488464,0.355485635409576,0,0,0,0,0,0.827667660961526,NA,0,561.197938056024,561.708576353896,130.592955617271,4.38631684817247e-29,9.44208740928194e-30
"254",254,"asocial","0:0:0:0","weibull",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TRUE,277.598969028012,425.277812373918,0.368434431232852,0,0,0,0,0,-2.73619936519245,0,0,348.145606488464,0.355485635409576,0,0,0,0,0,0.827667660961526,0,0,561.197938056024,561.708576353896,130.592955617271,4.38631684817247e-29,9.44208740928194e-30
"163",163,"socialEffectsOnly","0:0:0:1","weibull",0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,FALSE,275.865395801647,29.4090060145821,0.162830995213257,0,0,0,0.74388501676089,0,0,0.0380894287545166,-0.23306222230596,NA,NA,0,0,0,0.342687364546292,0,0,0.0180629622617438,1.55386576933709,561.730791603293,563.064124936626,131.948504200001,2.22713408848097e-29,4.79418050804749e-30
"243",243,"asocial","0:0:0:0","weibull",0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,TRUE,278.752332564614,98.9499416897241,0.260192407857512,0,0,0,0,0.0436185767412867,0,NA,NA,327.292564067285,0.335812612276847,0,0,0,0,0.00889840927930044,0,NA,NA,563.504665129227,564.0153034271,132.899682690474,1.38420553150212e-29,2.97967294047626e-30
"249",249,"asocial","0:0:0:0","weibull",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,TRUE,278.752332564614,98.9499416897241,0.260192407857512,0,0,0,0,0.0436185767412867,0,0,NA,327.292564067285,0.335812612276847,0,0,0,0,0.00889840927930044,0,0,NA,563.504665129227,564.0153034271,132.899682690474,1.38420553150212e-29,2.97967294047626e-30
"250",250,"asocial","0:0:0:0","weibull",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,TRUE,278.752332564614,98.9499416897241,0.260192407857512,0,0,0,0,0.0436185767412867,0,NA,0,327.292564067285,0.335812612276847,0,0,0,0,0.00889840927930044,0,NA,0,563.504665129227,564.0153034271,132.899682690474,1.38420553150212e-29,2.97967294047626e-30
"255",255,"asocial","0:0:0:0","weibull",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TRUE,278.752332564614,98.9499416897241,0.260192407857512,0,0,0,0,0.0436185767412867,0,0,0,327.292564067285,0.335812612276847,0,0,0,0,0.00889840927930044,0,0,0,563.504665129227,564.0153034271,132.899682690474,1.38420553150212e-29,2.97967294047626e-30
"246",246,"asocial","0:0:0:0","weibull",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,TRUE,289.130209902733,97.5139244950199,0.464275717507015,0,0,0,0,0,0,NA,NA,69.5084515764898,0.337589864703471,0,0,0,0,0,0,NA,NA,582.260419805467,582.510419805467,151.394799068842,1.33363531676714e-33,2.87081432301619e-34
"252",252,"asocial","0:0:0:0","weibull",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE,289.130209902733,97.5139244950199,0.464275717507015,0,0,0,0,0,0,0,NA,69.5084515764898,0.337589864703471,0,0,0,0,0,0,0,NA,582.260419805467,582.510419805467,151.394799068842,1.33363531676714e-33,2.87081432301619e-34
"253",253,"asocial","0:0:0:0","weibull",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,289.130209902733,97.5139244950199,0.464275717507015,0,0,0,0,0,0,NA,0,69.5084515764898,0.337589864703471,0,0,0,0,0,0,NA,0,582.260419805467,582.510419805467,151.394799068842,1.33363531676714e-33,2.87081432301619e-34
"256",256,"asocial","0:0:0:0","weibull",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,289.130209902733,97.5139244950199,0.464275717507015,0,0,0,0,0,0,0,0,69.5084515764898,0.337589864703471,0,0,0,0,0,0,0,0,582.260419805467,582.510419805467,151.394799068842,1.33363531676714e-33,2.87081432301619e-34
