Location	Date	Ring	Species	Age	Sex confirmed	Sex suspected	Tar (mm)	Wing (mm)	Weight (g)	N/R	Pit	Pit_code	Observer ID	Adult/Nestling	Box_Number
Mill	10/08/2021	C5H4846	NUTHA	4	M		24.2	86	23.2	N	0700EE2695	1	GAN	A	
Mill	10/08/2021	C5H4848	GRETI	3J			23.5	73	20.1	N	0700ED9FD2	1	GAN	J	
Mill	10/08/2021	C5H4849	GRETI	3J			22.2	72	18.8	N	0700EE1BBE	1	GAN	J	
Mill	13/08/2021	B5H0258	BLUTI	3J			19.2	64	10.7	N	0110179279	1	GAN	J	
Mill	13/08/2021	B5H0291	BLUTI				20.6		12.2	R	011017A4F0	0	GAN	J	
Mill	13/08/2021	B5H0292	BLUTI	3J			22.1		11.5	R	0700EDAEE1	3	GAN	J	
Mill	13/08/2021	C5A1036	NUTHA	4	F		22.9	83	22.8	R	0700EE3CA8	3	GAN	A	
Mill	13/08/2021	C5A1068	NUTHA	4	M		23.2	83	22.6	R	0700ED8C0B	3	GAN	A	
Mill	13/08/2021	C5H4857	GRETI	3J			21.2	73	17.3	N	0700EDD8EA	1	GAN	J	
Mill	13/08/2021	C5H4859	GRETI	3J			22.4	72	18.1	N	0700EDEA57	1	GAN	J	
Mill	13/08/2021	C5H4860	GRETI	3J		M	22.5	77	20.4	N	0700EDA905	1	GAN	J	
Mill	13/08/2021	C5H4862	GRETI	3J			23.3	76	20.6	N	0700EDFEC4	1	GAN	J	
Mill	13/08/2021	C5H4250	GRETI	4	M		23.1	77	18.3	R	0700EDB57A	3	GAN	A	
Mill	13/08/2021	C5H4565	GRETI	3J			22.3	75	18.5	R	0700EDBFE2	3	GAN	J	
Mill	13/08/2021	C5H4743	GRETI	3J			22.9	73	18.1	R	0700EE027A	3	GAN	J	
Mill	13/08/2021	C5H4766	GRETI	3J			22.7	75	19	R	0700EE10F3	3	GAN	J	
Mill	13/08/2021	C5H4846	NUTHA	4	M		23.8	86	23.2	R	0700EE2695	3	GAN	A	
Mill	13/08/2021	C5H4852	GRETI	3J			22.8	77	18.2	N	0700EE2595	1	GAN	J	
Mill	16/08/2021	B4R7800	BLUTI	4		M	19.2	66	10.3	R	0110178EB9	3	GAN	A	
Mill	16/08/2021	B5H0269	BLUTI	3J			19.3	67	11.9	R	0110179999	3	GAN	J	
Mill	16/08/2021	C3T0397	GRETI	4	M		22.3	75	19	R	01101778D1	3	GAN	4	
Mill	16/08/2021	C5H4565	GRETI	3J			21.6	74	18.5	R	0700EDBFE2	3	GAN	J	
Mill	16/08/2021	C5H4760	GRETI	3J			22.6	73	19.4	R	0700EE0001	3	GAN	J	
Mill	16/08/2021	C5H4852	GRETI	3J					17.9	R	0700EE2595	3	GAN	J	
Mill	18/08/2021	B4R7988	BLUTI	4		M	18.9	65	12	R	0700ED89DB	3	GAN	A	
Mill	18/08/2021	B5H0297	BLUTI	3J		M	19	66	11.7	R	0700EDAA26	3	GAN	J	
Mill	18/08/2021	B5H0300	BLUTI	3J			19	64	10.8	N	011017A1DC	1	CMC	J	
Mill	18/08/2021	C5A1939	GRETI	4	F		21.2	74	15.8	R	0700EE05CE	3	GAN	A	
Mill	18/08/2021	C5A1954	GRETI	4	M		23.1	77	20.1	R	0700EDAAE5	3	GAN	A	
Mill	18/08/2021	C5H4080	GRETI	4		M	22.5	72	18.4	R	0700EDEC3B	3	CMC	A	
Mill	18/08/2021	B5H4299	BLUTI	3J			19.4	64	11.8	N	0110177AAF	1	GAN	J	
Mill	18/08/2021	C5H4867	GRETI	3J			23.4	78	20.1	N	0700EE0958	1	CMC	J	
Mill	18/08/2021	C5H4868	GRETI	3J			21.6	86	18.2	N	0700ED88DE	1	DM	J	
Mill	18/08/2021	B5H4302	BLUTI	4	M		19.8	66	16.4	N	0110179453	1	DM	A	
Mill	18/08/2021	C5H4565	GRETI	3J					18.3	R	0700EDBFE2	3	GAN	J	
Mill	18/08/2021	C5H4580	GRETI	4	F		21.5	75	18.1	R	0700EDAB7E	3	CMC	A	
Mill	18/08/2021	C5H4580	GRETI	3			21.5	74	18.3	R	0700EDAB7E	3	GAN	A	
Mill	18/08/2021	C5H4582	GRETI	3J		M	24	77	19.5	R	0700EE2205	3	CMC	J	
Mill	18/08/2021	C5H4845	GRETI		M		20.6	75	17.7	R	0700EE0125	3	GAN	A	
Mill	18/08/2021	C5H4849	GRETI	3J					18.7	R	0700EE1BBE	3	GAN	J	
Mill	18/08/2021	C5H4866	GRETI	3J			22.2	69	17.1	N	0700EDFC6D	1	GAN	J	
Mill	20/08/2021	B5H0269	BLUTI	3J					12.2	R	0110179999		GAN	J	
Mill	20/08/2021	C3T0137	GRETI	4	M		22.9	76	20.2	R	0110177B56	3	GAN	A	
Mill	20/08/2021	C3T0920	GRETI	4	F		21.8	73	18.3	R	01101793B2		GAN	A	
Mill	20/08/2021	C3T0929	GRETI	4	F		22.7	74	18.8	R	0110178704	3	GAN	A	
Mill	20/08/2021	C5A1845	GRETI	4	M		21.9	81	19.2	R	0700EE13BA	3	GAN	A	
Mill	20/08/2021	C5H4076	GRETI	4	M		22.8	78	19.1	R	0700EDCD5E	3	GAN	A	
Mill	20/08/2021	B5H0303	BLUTI	3J		M	19.5	68	11.4	N	0700EDA041	1	GAN	A	
Mill	20/08/2021	C5H4869	NUTHA	3	M		23.2	87	23.4	N	0700EDA577	1	GAN	A	
Mill	20/08/2021	C5H4536	NUTHA	4	F		22.2	84	21	R	0700EDE0E3	3	GAN	A	
Mill	20/08/2021	C5H4565	GRETI	3J					18.2	R	0700EDBFE2	3	GAN	A	
Mill	20/08/2021	C5H4576	GRETI	3J		M	23.7	75	20.5	R	0700EDFDC0	3	GAN	J	
Mill	20/08/2021	C5H4846	NUTHA	4	M		24	85	22.9	R	0700EE2695	3	GAN	A	
Mill	20/08/2021	C5H4880	GRETI	3J		M	23.2	74	18.4	N	0700ED8DC2		GAN	J	
Mill	27/08/2021	B4R7896	MARTI	4			19.5	65	11.3	R	0110179578	3	GAN	A	
Mill	27/08/2021	B5H0001	BLUTI	4	F		19	64	11.5	R	011017996A	3	GAN	A	
Mill	27/08/2021	C5A1937	GRETI	4	F		21.1	78	17.8	R	0700EE1DF1	3	GAN	A	
Mill	27/08/2021	C5H4095	GRETI	3J			22.9	75	17.9	R	0700ED9F3C	3	CMC	J	
Mill	04/10/2021	B4R7498	BLUTI		M		19.5	66	11.3	R	011017965E	3	GAN	A	
Mill	04/10/2021	B5H0067	BLUTI		M		20	67	11.8	R	0700EDCA72	3	GAN	A	
Mill	04/10/2021	B5H0305	BLUTI			M	19.4	64	11.4	N	01101795DC	1	GAN	A	
Mill	04/10/2021	B5H0304	BLUTI		F		19.7	63	11.3	R	0700EDEDA9	1	GAN	A	
Mill	04/10/2021	C5H4744	GRETI		M		23	76	19		0700EDA965	3	GAN	A	
Mill	06/10/2021	B5H0293	BLUTI		M		19.2	65	10.9	R	011017909E	3	GAN	A	
Mill	06/10/2021	B5H0306	BLUTI		F		18.8	63	10.7	N	0700EDD2F9	1	GAN	A	
Mill	06/10/2021	B5H0308	BLUTI		F		19.7	65	11.7	N	011017A41F	1	GAN	A	
Castle	06/10/2021	B5H0309	BLUTI		F		19.4	62	11.2	N	0700EDD538	1	GAN		
Castle	06/10/2021	B5H0312	BLUTI		M		19.9	67	11.7	N	0700EDA40D	1	GAN		
Castle	06/10/2021	B5H0315	BLUTI		F		19.6	65	11.7	N	0700EE2CDD	1	GAN		
Castle	06/10/2021	C5A1546	GRETI		M		22.8	80	18.9	R	0700EDB226	3	GAN		
Mill	06/10/2021	B5H0307	BLUTI		M		19.3	64	11.5	N	0700EE1265	1	GAN	A	
Mill	06/10/2021	C5H4889	GRETI		F		21.1	72	15.4	N	0700EE0681	1	GAN	A	
Mill	06/10/2021	C5H4890	GRETI		F		22.3	72	16.5	N	0700EDD3CA	1	GAN	A	
Mill	06/10/2021	C5H4891	GRETI		F		22	72	16.5	N	0700EDD5AC	1	GAN	A	
Castle	06/10/2021	B5H0310	MARTI				12.3	64	11	N	01101791A9	1	GAN		
Castle	06/10/2021	C5H4908	GRETI		F		21.7	72	17.6	N	0700EDF623	1	GAN		
Castle	06/10/2021	B5H0311	BLUTI		M		19.5	66	11.1	N	0700EE23D2	1	GAN		
Castle	06/10/2021	C5H4910	GRETI		F		22	71	16.9	N	0700EDD8E6	1	GAN		
Castle	06/10/2021	C5H4895	GRETI		M		23.8	75	19.3	N	0700EDF1D9	1	GAN		
Castle	06/10/2021	B5H0314	BLUTI		F		17.7	64	10.8	N	011017670C	1	GAN		
Castle	06/10/2021	B5H0316	BLUTI		M		18.8	66	11.3	N	0700EDEF3E	1	GAN		
Castle	06/10/2021	C5H4898	GRETI		F		20.6	69	17.8	N	0700ED9FC0	1	GAN		
Castle	06/10/2021	C5H4899	GRETI		F		22	71	17	N	0700EE2EF0	1	GAN		
Castle	06/10/2021	C5H4911	GRETI		F		20.4	70	17.1	N	0700ED886E	1	GAN		
Castle	06/10/2021	B5H0317	BLUTI		F		19.3	65	12	N	011017958D	1	GAN		
Castle	06/10/2021	B5H0320	BLUTI		F		19.9	63	11.2	N	0110178DFC	1	GAN		
Castle	06/10/2021	C5H4550	NUTHA		F		22.8	87	23.3	R	0700EE229C	3	SW		
Castle	06/10/2021	C5H4563	GRETI		M		22.5	74	20.2	R	0700EDAD90	3	GAN		
Castle	06/10/2021	C5H4605	GRETI		M		23	74	17.8	R	0700EDC140	3	GAN		
Castle	06/10/2021	C5H4690	GRETI		F		22.1	71	18.2	R	0700EE3916	3	GAN		
Castle	06/10/2021	C5H4744	GRETI		M		22.5	77	19.1	R	0700EDA965	3	GAN		
Castle	06/10/2021	C5H4746	GRETI		F		22.7	72	18.2	R	0700ED9EFA	3	GAN		
Mill	06/10/2021	C5H4845	GRETI		M		20.4	75	17.1	R	0700EE0125	3	GAN	A	
Castle	06/10/2021	C5H4880	GRETI		M		23.3	74	17.7	R	0700ED8DC2	3	GAN		
Castle	06/10/2021	C5H4893	GRETI		M		22.6	75	18.6	N	0700ED9B38	1	SW	A	
Castle	06/10/2021	C5H4894	GRETI		F		21.1	71	17.3	N	0700EE1ABC	1	GAN		
Castle	06/10/2021	C5H4897	GRETI		F		21	73	16.7	N	0700EDE1C3	1	GAN		
Castle	06/10/2021	C5H4900	GRETI		F		21.6	72	18	N	0700ED9ED7	1	GAN		
Castle	06/10/2021	C5H4905	GRETI		F		22.2	74	16.3	R	0700EE2D56	3	GAN		
Castle	06/10/2021	C5H4912	GRETI		M		20.6	75	16.8	N	0700EDDBB4	1	GAN		
Guttingen Mid	07/10/2021	B4R7794	MARTI				19	68	10.7	R	011017A0EC	3	GAN		
Guttingen Mid	07/10/2021	B5H0148	BLUTI		F		18.8	65	10.7	R	0700EE07E2	3	GAN		
Guttingen Mid	07/10/2021	C5H4040	GRETI		F		22	73	16.3	R	0700EE19DF	3	SW		
Guttingen Mid	07/10/2021	C5H4914	GRETI		M		22.3	78	18.5	N	0700EDC941	1	SW		
Guttingen Mid	07/10/2021	C5H4916	GRETI		F		22.5	74	18.8	N	0700EE18C9	1	GAN		
Guttingen Mid	07/10/2021	B5H0321	MARTI				18.7	60	11.2	N	0700EE1482	1	GAN		
Guttingen Mid	07/10/2021	C5H4919	GRETI		F		22	69	16.3	N	0700ED9161	1	GAN		
Guttingen Mid	07/10/2021	C5H4920	GRETI		M		23.1	76	19.1	N	0700ED95ED	1	GAN		
Guttingen Mid	07/10/2021	C5H4244	GRETI		M		22.6	77	18.9	R	0700EDD39B	3	SW		
Guttingen Mid	07/10/2021	C5H4519	GRETI		M		21.9	78	17.6	R	0700EDA4BF	3	SW		
Guttingen Mid	07/10/2021	C5H4573	GRETI		F		21.5	73	17.1	R	0700EDCE33	3	GAN		
Guttingen Mid	07/10/2021	C5H4614	GRETI		F		22.5	75	16.9	R	0700EDC665	3	SW		
Guttingen Mid	07/10/2021	C5H4917	GRETI		F		22.8	74	17.1	N	0700EDC50C	1	SW		
Amselhill	13/10/2021	C3T0778	GRETI		M		22.6	77	17.9	R	0110178A77	3	GAN		
Amselhill	13/10/2021	C5A1794	GRETI		F		21.5	75	15.4	R	0700EDB6AF	3	GAN		
Amselhill	13/10/2021	C5A1863	GRETI		M		21.9	74	18.1	R	0700EDAF4E	3	GAN		
Amselhill	13/10/2021	C5H4924	GRETI		F		22.3	74	17.2	N	0700ED88CC	1	SW		
Amselhill	13/10/2021	B5H0322	BLUTI		F		18.2	65	9.8	N	0110179E46	1	GAN		
Amselhill	13/10/2021	B5H0323	BLUTI		F		19.2	63	11.2	N	0700EDE1AA	1	GAN		
Amselhill	13/10/2021	C5H4928	GRETI		M		23.1	74	19.3	N	0700EDF0B5	1	GAN		
Amselhill	13/10/2021	C5H4930	GRETI		M		21.7	72	18.4	N	0700EDF8AF	1	GAN		
Amselhill	13/10/2021	C5H4747	GRETI		M		23.3	77	18.3	R	0700ED9983	3	SW		
Amselhill	13/10/2021	C5H4893	GRETI		M		21.5	73	18.3	R	0700ED9B38	3	GAN		
Amselhill	13/10/2021	C5H4894	GRETI		F		22	74	16.4	R	0700EE1ABC	3	SW		
Amselhill	13/10/2021	C5H4905	GRETI		F		22.2	75	16.1	R	0700EE2D56	3	SW		
Amselhill	13/10/2021	C5H4922	GRETI		F		22.5	72	16.2	N	0700EE1559	1	SW		
Amselhill	13/10/2021	C5H4923	GRETI		F		21.8	74	16.8	N	0700EDA52E	1	SW		
Amselhill	13/10/2021	C5H4925	GRETI		F		22.4	74	17.5	N	0700EDA30B	1	SW		
Amselhill	13/10/2021	C5H4926	GRETI		M		21.4	75	17.9	N	0700ED96EC	1	GAN		
Amselhill	13/10/2021	C5H4927	GRETI		M		23.9	75	18.8	N	0700EE13AA	1	GAN		
Amselhill	13/10/2021	C5H4929	GRETI		M		22.2	75	17.5	N	0700EE0E63	1	GAN		
Guttingen Mid	14/10/2021	B5H0173	BLUTI		M		19.6	66	11.1	R	011017852E	3	GAN		
Guttingen Mid	14/10/2021	C5H4931	GRETI		M		22.3	80	19.5	N	0700EDBC1C	1	GAN		
Guttingen Mid	14/10/2021	B5H0325	MARTI				18.2	62	10.8	N	030003C3F6	1	GAN		
Guttingen Mid	14/10/2021	C5H4933	GRETI		F		22	75	18.2	N	0700EE10A8	1	GAN		
Guttingen Mid	14/10/2021	C5H4935	GRETI		F		21.4	70	17.8	N	0700EE2ECF	1	GAN		
Guttingen Mid	14/10/2021	C5H4937	GRETI		M		23.4	78	20.5	N	0700ED8B47	1	SW		
Guttingen Mid	14/10/2021	C5H4938	GRETI		F		21.8	73	16.3	N	0700ED998D	1	SW		
Guttingen Mid	14/10/2021	B5H0326	BLUTI		M		19.4	68	11	R	0700EDDB1E	1	SW		
Guttingen Mid	14/10/2021	C5H4941	GRETI		F		22	75	16.1	N	0700EE0742	1	SW		
Guttingen Mid	14/10/2021	C5H4942	GRETI		M		22.9	73	20.1	N	0700EE33A9	1	GAN		
Guttingen Mid	14/10/2021	B5H0327	BLUTI		F		19.2	64	16.3	N	0700EE28E7	1	GAN		
Guttingen Mid	14/10/2021	C5H4943	GRETI		F		21.9	76	17	N	0700EE4553	1	GAN		
Guttingen Mid	14/10/2021	B5H0328	BLUTI		M		20.2	69	12.4	N	0110179797	1	GAN		
Guttingen Mid	14/10/2021	B5H0329	BLUTI		F		19.2	62	10.4	N	0700ED8F7F	1	SW		
Guttingen	14/10/2021	C5H4658	GRETI							N	0700EDD4C3	2	MK	D	
Guttingen Mid	14/10/2021	C5H4932	GRETI		M		21.9	75	18.6	N	0700EDC0DF	1	GAN		
Guttingen Mid	14/10/2021	C5H4934	GRETI		M		22.5	75	18.3	N	0700EE0FB9	1	GAN		
Guttingen Mid	14/10/2021	C5H4936	GRETI		M		22	75	17.1	N	0700EE2D97	1	GAN		
Guttingen Mid	14/10/2021	C5H4939	GRETI		F		22.3	72	16.6	N	0700EDE8AE	1	SW		
Guttingen Mid	14/10/2021	C5H4940	GRETI		F		22.2	74	16.7	N	0700EDC8D6	1	SW		
Castle	18/10/2021	B4R7870	BLUTI		M		18.5	68	10.9	R	0700EDFA6A	3	GAN		
Castle	18/10/2021	B4R7982	BLUTI		M		19.8	67	11.6	R	0110177A45	3	GAN		
Castle	18/10/2021	B5H0312	BLUTI		M		20	67	11.7	R	0700EDA40D	3	GAN		
Castle	18/10/2021	C5A1066	GRETI		F		22.6	77	16.4	N	0110178A95	3	SW		
Castle	18/10/2021	C5H4071	GRETI		M		22.5	76	18	R	0700EE1F3D	3	GAN		
Castle	18/10/2021	C5H4115	GRETI		F		22.2	73	17	R	0700ED9444	3	GAN		
Castle	18/10/2021	B5H0330	BLUTI			M	19.7	63	11.7	N	0110178FCE	1	GAN		
Castle	18/10/2021	C5H4944	GRETI		M		23.2	76	18.8	N	0700EE3B8D	1	SW		
Castle	18/10/2021	C5H4946	GRETI		M		23.2	80	19.2	N	0700EDE948	1	SW		
Castle	18/10/2021	C5H4947	GRETI		M		23.4	78	19.8	N	0700EDB7E3	1	SW		
Castle	18/10/2021	C5H4948	GRETI		F		21	72	16.9	N	0700EDD112	1	GAN		
Castle	18/10/2021	C5H4949	GRETI		F		23	75	17.8	N	0700EE2A1B	1	SW		
Castle	18/10/2021	C5H4950	GRETI		F		21.6	71	16.1	N	0700EE1F93	1	SW		
Castle	18/10/2021	C5H4951	GRETI		F		22.8	76	18.5	N	0700EE0018	1	SW		
Castle	18/10/2021	B5H0331	BLUTI		F		19.5	64	10	N	0700ED9209	1	SW		
Castle	18/10/2021	C5H4609	GRETI		M		22.7	72	17.5	R	0700EE168B	3	GAN		
Castle	18/10/2021	C5H4621	GRETI		F		22.8	73	16.1	R	0700EDCBC4	3	SW		
Castle	18/10/2021	C5H4746	GRETI		F		23	71	17.8	R	0700ED9EFA	3	GAN		
Castle	18/10/2021	C5H4752	GRETI		F		22.5	71	17.8	R	0700EDAF1A	3	GAN		
Castle	18/10/2021	C5H4768	GRETI		F		22.2	73	16	R	0700EDC8F3	3	SW		
Castle	18/10/2021	C5H4786	GRETI		M		22.8	72	17.2	R	0700EDA086	3	GAN		
Castle	18/10/2021	C5H4897	GRETI		F		21.8	73	15.9	R	0700EDE1C3	3	GAN		
Castle	18/10/2021	C5H4912	GRETI		M		21.8	75	16.3	R	0700EDDBB4	3	GAN		
Castle	18/10/2021	C5H4945	GRETI		F		21.9	75	17	N	0700EE3C23	1	SW		
Castle	18/10/2021	C5H4952	GRETI		M		22.3	75	16.9	N	0700ED8645	1	SW		
Castle	18/10/2021	C5H4953	GRETI		F		22.5	74	16.8	N	0700EE1861	1	SW		
Mill	20/10/2021	B5H0149	BLUTI		M		14.5	66	10.7	R	0110179485	3	GAN		
Mill	20/10/2021	B5H0269	BLUTI		M		19.5	67	11.1	R	0110179999	3	GAN		
Mill	20/10/2021	B5H0290	BLUTI		M		19.4	65	11.4	R	0110178F77	3	GAN		
Mill	20/10/2021	B5H0332	BLUTI		F		18.3	62	10	N	0110179C5D	1	GAN		
Mill	20/10/2021	B5H0336	BLUTI		F		17.3	62	9.9	N	0110178FEC	1	GAN		
Mill	20/10/2021	B5H0339	BLUTI		F					N	0700EDC44F				
Mill	20/10/2021	B5H0340	BLUTI		M					N	011017A0E0				
Mill	20/10/2021	C5H4078	GRETI		M					R	0700EDD871		GAN		
Mill	20/10/2021	B5H0333	BLUTI		F		18.4	63	10.7	N	0700EDBB9E	1	GAN		
Mill	20/10/2021	C5H4896	GRETI		F		22	73	17	N	0700EE3789	1	GAN		
Mill	20/10/2021	B5H0334	BLUTI		F		19	62	10.4	N	0700EE1D4C	1	GAN		
Mill	20/10/2021	B5H0335	BLUTI		F		18.5	66	11.2	N	0700EDEDB6	1	GAN		
Mill	20/10/2021	C5H4954	GRETI		F		22.4	72	16.1	N	0700EE440B	1	GAN		
Mill	20/10/2021	C5H4957	GRETI		M		23.4	74	18.3	N	0700EDDD3E	1	GAN		
Mill	20/10/2021	C5H4958	GRETI		M		22.4	76	17.6	N	0700EDE472	1	GAN		
Mill	20/10/2021	C5H4959	GRETI		F		20.1	70	16.5	N	0700ED9BF6	1	GAN		
Mill	20/10/2021	B5H0337	BLUTI		F					N	01101796D9		GAN		
Mill	20/10/2021	C5H4960	GRETI		F					N	0700EDAD1A		GAN		
Mill	20/10/2021	C5H4961	GRETI		F					N	0700EDE41F				
Mill	20/10/2021	B5H0338	BLUTI		M					N	0110179ECC				
Mill	20/10/2021	C5H4962	GRETI		M					N	0700EE038A				
Mill	20/10/2021	C5H4963	GRETI		F					N	0700EDE81E				
Mill	20/10/2021	C5H4964	GRETI		F					N	0700EE3E8F				
Mill	20/10/2021	C5H4965	GRETI		M					N	0700EE2FA6				
Mill	20/10/2021	C5H4966	GRETI		F					N	0700EE39B2				
Mill	20/10/2021	C5H4756	GRETI		M		22.3	79	18.2	R	0700EDD9AC	3	GAN		
Mill	20/10/2021	C5H4836	GRETI		M					R	0700ED8C7D				
Mill	20/10/2021	C5H4956	GRETI		M		23	75	18.3	N	0700EE36B8	1	GAN		
Mettnau	22/10/2021	B4A1730	BLUTI		M					R	011017A5C7				
Mettnau	22/10/2021	B4A1778	MARTI							R	0110179204				
Mettnau	22/10/2021	B4A1836	BLUTI		M					R	0110177E84				
Mettnau	22/10/2021	B4R7787	BLUTI		F					R	0110178B17				
Mettnau	22/10/2021	B5H0077	BLUTI		M					R	0700EEDC65				
Mettnau	22/10/2021	B5H0344	BLUTI		F					N	0700EE41C9				
Mettnau	22/10/2021	C2H2823	GRETI		F					R	0700EDAED2				
Mettnau	22/10/2021	C3T2693	GRETI		F					R	0700EDD74C				
Mettnau	22/10/2021	C3T2784	GRETI		M					R	0700EE261C				
Mettnau	22/10/2021	C3T2787	GRETI		F					R	0700EE3E71				
Mettnau	22/10/2021	C3T2817	GRETI		M					R	0700EE14F4				
Mettnau	22/10/2021	C3T2830	GRETI		F					R	0700EDC32E				
Mettnau	22/10/2021	C3T2833	GRETI		F					R	0700EDB0FC				
Mettnau	22/10/2021	C3T2858	GRETI		F					R	0700EDC048				
Mettnau	22/10/2021	C3T2950	GRETI		F					R	0700EDD5F8				
Mettnau	22/10/2021	C5F9061	GRETI		M					R	0700EDCBA4				
Mettnau	22/10/2021	C5H4297	GRETI		M					R	0700EDD4EE				
Mettnau	22/10/2021	C5H4967	GRETI		M					N	0700EE0D99				
Mettnau	22/10/2021	B5H0341	MARTI							N	0700EE409A				
Mettnau	22/10/2021	C5H4968	GRETI		M					N	0700EDB049				
Mettnau	22/10/2021	C5H4969	GRETI		F					N	0700EDA297				
Mettnau	22/10/2021	B5H0342	BLUTI		F					N	011017A3AA				
Mettnau	22/10/2021	B4A1731	BLUTI		M					R	0110178FE5				
Mettnau	22/10/2021	B5H0343	BLUTI		M					N	0700EDAC86				
Mettnau	22/10/2021	C5H4332	GRETI		M					R	0700EE2E14				
Mettnau	22/10/2021	C5H4975	GRETI		M					N	0700EDE1E1				
Mettnau	22/10/2021	B4A1455	BLUTI		M					R	0700EE1AF7				
Mettnau	22/10/2021	C5H4976	GRETI		F					N	0700EE238B				
Mettnau	22/10/2021	C5H4977	GRETI		M					N	0700EE2866				
Mettnau	22/10/2021	C5F9111	GRETI		F					R	0700EDDA3C				
Mettnau	22/10/2021	B5H4046	BLUTI		F					R	0700EDA817				
Mettnau	22/10/2021	C5H4978	GRETI		F					N	0700EDE145				
Mettnau	22/10/2021	B5H0345	MARTI							N	0110179B35				
Mettnau	22/10/2021	B5H4208	BLUTI		F					R	011017A258				
Mettnau	22/10/2021	C5H4979	GRETI		F					N	0700EDC7D7				
Mettnau	22/10/2021	C3T2863	GRETI		M					R	0700EDAE74				
Mettnau	22/10/2021	C3T2672	GRETI		M					R	0700EDC0BA				
Mettnau	22/10/2021	C5H4980	GRETI		F					N	0700EDAB17				
Mettnau	22/10/2021	C5H4981	GRETI		M					N	0700EDF9D5				
Mettnau	22/10/2021	C5H4982	GRETI		M					N	0700EE10CC				
Mettnau	22/10/2021	C5H4400	GRETI		F					R	0700EDB613				
Mettnau	22/10/2021	C5H4971	GRETI		M					N	0700EDFF4E				
Mettnau	22/10/2021	C5H4972	GRETI		M					N	0700EDF7B6				
Mettnau	22/10/2021	C5H4974	GRETI		F					N	0700EDDEC8				
Tick City	29/10/2021	B4R7769	BLUTI		M					R	0110179BE1				
Tick City	29/10/2021	B4R8000	BLUTI		M					R	01101796ED				
Tick City	29/10/2021	C5A1040	GRETI		F					R	0700EDA99E				
Tick City	29/10/2021	C5A1803	GRETI		F					R	0700EDF6C7				
Tick City	29/10/2021	C5A1917	GRETI		M					R	0700ED9B1C				
Tick City	29/10/2021	C5H4339	GRETI		F					R	0700EE168D				
Tick City	29/10/2021	C5H4983	GRETI		F					N	0700EDF02E				
Tick City	29/10/2021	C5H4985	GRETI		F					N	0700EE1D5E				
Tick City	29/10/2021	C5H4986	GRETI		F					N	0700ED8640				
Amselhill	02/11/2021	B4R7893	MARTI							R	0110179D9F				
Amselhill	02/11/2021	B5H0142	MARTI							R	0700EDD10F				
Amselhill	02/11/2021	B5H0340	BLUTI		M					R	011017A0E0				
Amselhill	02/11/2021	C5H4091	GRETI		F					R	0700EE41D2				
Amselhill	02/11/2021	C5H4989	GRETI		F					N	0700EE22C2				
Amselhill	02/11/2021	C5H4990	GRETI		M					N	0700EDC8ED				
Amselhill	02/11/2021	B5H0346	BLUTI		M					N	0110179093				
Amselhill	02/11/2021	B5H0347	BLUTI		F					N	0110178798				
Amselhill	02/11/2021	C5H4992	GRETI		M					N	0700EDAFE9				
Amselhill	02/11/2021	C5H4925	GRETI		F					R	0700EDA30B				
Amselhill	02/11/2021	C5H4987	GRETI		M					N	0700ED954E				
Amselhill	02/11/2021	C5H4988	GRETI		M					N	0700EE323B				
Amselhill	02/11/2021	C5H4991	GRETI		F					N	0700EE3471				
Guttingen Mid	04/11/2021	C5H4162	GRETI		M					R	0700ED8E7B				
Guttingen Mid	04/11/2021	C5H4993	GRETI		M					N	0700EE2005				
Guttingen Mid	04/11/2021	C5H4994	GRETI		M					N	0700EE2075				
Guttingen Mid	04/11/2021	C5H4995	GRETI		M					N	0700EE039D				
Guttingen Mid	04/11/2021	C5H4998	GRETI		F					N	0700EE36A6				
Guttingen Mid	04/11/2021	C5H4999	GRETI		M					N	0700EDC684				
Guttingen Mid	04/11/2021	C5H5000	GRETI		M					N	0700EDC960				
Guttingen Mid	04/11/2021	C5H9001	GRETI		M					N	0700EDEFC2				
Guttingen Mid	04/11/2021	C5H9004	GRETI		M					N	0700EDDDB8				
Guttingen Mid	04/11/2021	C5H9006	GRETI		F					N	0700EE0335				
Guttingen Mid	04/11/2021	C5H9010	GRETI		M					N	0700EE35B5				
Guttingen Mid	04/11/2021	B5H0348	BLUTI		M					N	01101798BF				
Guttingen Mid	04/11/2021	C5H9013	GRETI		M					N	0700EDC5F9				
Guttingen Mid	04/11/2021	C5H4917	GRETI		F					R	0700EDC50C				
Guttingen Mid	04/11/2021	C5H4940	GRETI		F					R	0700EDC8D6				
Guttingen Mid	04/11/2021	C5H4996	GRETI		F					N	0700EDBCD9				
Guttingen Mid	04/11/2021	C5H4997	GRETI		F					N	0700EDA35D				
Guttingen Mid	04/11/2021	C5H9002	GRETI		F					N	0700ED9A23				
Guttingen Mid	04/11/2021	C5H9003	GRETI		M					N	0700EDDC28				
Guttingen Mid	04/11/2021	C5H9005	GRETI		F					N	0700EDC8BF				
Guttingen Mid	04/11/2021	C5H9008	GRETI		F					N	0700EDA492				
Guttingen Mid	04/11/2021	C5H9009	GRETI		F					N	0700EDA3E3				
Guttingen Mid	04/11/2021	C5H9011	GRETI		M					N	0700EE3587				
Guttingen Mid	04/11/2021	C5H9012	GRETI		F					N	0700EE3AFA				
