Location	Date	Ring	Species	Age	Sex confirmed	Sex suspected	Tar (mm)	Wing (mm)	Weight (g)	N/R	Pit	Pit_code	Observer ID	Adult/Nestling	Box_Number
Mill	22/10/2016	B4R7048	MARTI	4			18.8	66	10.9	N	0110179BE5	1	DRF	A	
Mill	22/10/2016	C3T0067	NUTHA	2	M		25.0	88	23.0	N	0110178094	1	JAK	A	
Mill	22/10/2016	C3L9827	GRETI	3	M		23.4	79	20.5	R	0110177678	1	DRF	A	
Mill	22/10/2016	C3L9818	NUTHA	2	F		22.6	86	23.4	R	010799F8DC	1	DRF	A	
Mill	04/11/2016	B1V6941	BLUTI	4		F	19.7	69	11.5	R	011017914E	1	DRF	A	
Mill	04/11/2016	B4R7050	BLUTI	4	M		20.3	70	12.0	N	0110179786	1	SDL	A	
Mill	04/11/2016	B4R7051	MARTI	3		M	18.8	66	11.5	N	0110179D0E	1	DRF	A	
Mill	04/11/2016	B4R7052	MARTI	3			19.2	68	11.6	N	011017959A	1	DRF	A	
Mill	04/11/2016	C3T0068	NUTHA	2	F		22.8	86	22.0	N	0110177BE2	1	DRF	A	
Mill	04/11/2016	C3T0069	NUTHA	2	M		23.5	90	23.6	N	01101783BC	1	SDL	A	
Mill	04/11/2016	C3T0070	NUTHA	2	F		22.7	88	22.7	N	01101786EA	1	DRF	A	
Mill	17/11/2016	C3T0073	GRETI	3	F		21.0	75	16.2	N	0110177B80	1	DRF	A	
Mill	17/11/2016	C3T0075	GRETI	4	F		21.8	76	16.2	N	01101771AF	1	DRF	A	
Mill	17/11/2016	B4R7053	BLUTI	3	M		19.1	70	11.7	N	011017A333	1	DRF	A	
Mill	17/11/2016	C3L9818	NUTHA	2	F					R	010799F8DC	0	DRF	A	
Mill	17/11/2016	C3L9842	GRETI	3	M		23.2	77	18.2	R	01101785C4	1	DRF	A	
Mill	17/11/2016	C3T0071	GRETI	3	M		21.4	76	17.4	N	0110177589	1	DRF	A	
Mill	17/11/2016	C3T0072	GRETI	4	M		23.0	81	20.7	N	0110177BD3	1	DRF	A	
Mill	17/11/2016	C3T0074	GRETI	3	M		22.6	82	19.4	N	0110178191	1	DRF	A	
Mill	17/11/2016	C3T0076	GRETI	4	F		22.1	75	17.5	N	0110178253	1	DRF	A	
Mill	17/11/2016	C3T0077	GRETI	3	F		20.9	75	16.8	N	0110177F58	1	DRF	A	
Mill	22/11/2016	C3T0078	GRETI	4	F		22.9	77	16.7	N	01101771B2	1	DRF	A	
Mill	22/11/2016	B4R7054	MARTI	3		M	19.5	69	11.6	N	01101790F6	1	DRF	A	
Mill	22/11/2016	C3T0079	GRETI	4	F		22.0	76	17.5	N	0110175F69	1	DRF	A	
Mill	22/11/2016	B4R7057	BLUTI	4	F		19.2	67	11.2	N	011017A76E	1	DRF	A	
Mill	22/11/2016	C1T5018	GRETI	4	F		22.4	75	18.1	R	0110176FD2	1	DRF	A	
Mill	22/11/2016	B4P6998	BLUTI	3	M		19.6	69	11.7	R	011017A432	1	DRF	A	
Mill	22/11/2016	B4R7058	MARTI	3			18.9	64	10.6	N	011017A354	1	DRF	A	
Mill	22/11/2016	C3T0081	GRETI	4	M		24.7	78	17.4	N	0110177A13	1	DRF	A	
Mill	22/11/2016	C3T0082	GRETI	4	M		22.3	80	18.7	N	0110177EEE	1	DRF	A	
Mill	23/11/2016	C3T0083	GRETI	3	M		22.4	80	18.7	N	0110177DB3	1	DRF	A	
Mill	23/11/2016	B4R7060	MARTI	4		M	19.4	67	11.5	N	0110178DF1	1	DRF	A	
Mill	23/11/2016	C3T0085	GRETI	3	M		22.0	80	18.0	N	0110177484	1	DRF	A	
Mill	23/11/2016	C3T0087	GRETI	3	F		22.3	75	17.0	N	0110178A68	1	DRF	A	
Mill	23/11/2016	C3T0024	GRETI	3	F		22.6	74	17.7	R	0110177AB0	1	DRF	A	
Mill	23/11/2016	B4R7064	BLUTI	3		F	18.8	65	11.0	N	0110179165	1	DRF	A	
Mill	23/11/2016	B4R7065	BLUTI	3	M		19.8	68	10.8	N	0110179325	1	DRF	A	
Mill	23/11/2016	C3T0096	GRETI	3	M		22.9	79	17.2	N	011017716B	1	DRF	A	
Mill	23/11/2016	C3L9875	GRETI	4	F		23.2	75	16.8	N	0110179191	1	DRF	A	
Mill	23/11/2016	B4P6921	MARTI	4	F		18.3	65	11.0	R	0110177F0D	1	DRF	A	
Mill	23/11/2016	B4P6959	BLUTI	4	M		19.9	69	11.6	R	011017953C	1	DRF	A	
Mill	23/11/2016	B4R7059	BLUTI	3	F		18.1	66	10.1	N	011017A14C	1	DRF	A	
Mill	23/11/2016	B4R7062	MARTI	4			19.0	64	10.7	N	011017A77B	1	DRF	A	
Mill	23/11/2016	B4R7063	BLUTI	3	M		19.3	67	11.0	N	0110179121	1	DRF	A	
Mill	23/11/2016	B4R7066	BLUTI	4	M		19.0	72	11.1	N	0110179397	1	DRF	A	
Mill	23/11/2016	B4R7067	BLUTI	3	M		19.5	68	11.6	N	0110179202	1	DRF	A	
Mill	23/11/2016	B4R7069	BLUTI	3	F		18.6	66	10.8	N	0110179324	1	DRF	A	
Mill	23/11/2016	C1X0745	GRETI	4	M		22.1	79	18.9	R	0110177F81	1	DRF	A	
Mill	23/11/2016	C3L9872	GRETI	3	F		22.8	74	16.7	R	0110178DB8	1	DRF	A	
Mill	23/11/2016	C3L9896	GRETI	4	M		23.0	78	18.1	R	01101780EB	1	DRF	A	
Mill	23/11/2016	C3T0002	GRETI	3	M		23.0	77	19.3	R	01101765BB	1	DRF	A	
Mill	23/11/2016	C3T0008	GRETI	3	F		22.7	75	18.5	R	01101772C2	1	DRF	A	
Mill	23/11/2016	C3T0035	GRETI	3	F		22.8	77	17.8	R	0110177027	1	DRF	A	
Mill	23/11/2016	C3T0084	GRETI	4	M		23.4	79	18.4	N	0110176D9A	1	DRF	A	
Mill	23/11/2016	C3T0086	GRETI	3	M		22.2	79	18.9	N	01101772E1	1	DRF	A	
Mill	23/11/2016	C3T0088	GRETI	3	M		23.5	80	19.3	N	0110176D3E	1	DRF	A	
Mill	23/11/2016	C3T0089	GRETI	3	M		21.9	77	17.3	N	0110176E8B	1	DRF	A	
Mill	23/11/2016	C3T0091	GRETI	3	M		23.3	79	20.0	N	0110177A03	1	DRF	A	
Mill	23/11/2016	C3T0092	GRETI	4	M		22.8	82	18.7	N	0110176FC0	1	DRF	A	
Mill	23/11/2016	C3T0093	GRETI	4	M		23.1	80	18.3	N	0110178599	1	DRF	A	
Mill	23/11/2016	C3T0094	GRETI	4	M		22.9	78	18.6	N	011017761A	1	DRF	A	
Mill	23/11/2016	C3T0095	GRETI	4	F		22.4	74	18.0	N	0110178989	1	DRF	A	
Mill	24/11/2016	B1V6955	BLUTI	4	M		18.8	67	11.3	R	011017A622	1	DRF	A	
Mill	24/11/2016	C3T0028	GRETI	3	F		22.5	75	17.3	R	0110178203	1	DRF	A	
Mill	24/11/2016	C3T0098	GRETI	4	F		22.9	76	16.9	N	0110178428	1	DRF	A	
Mill	24/11/2016	B4P6959	BLUTI	4	M				11.8	R	011017953C	2	SHPL	A	
Mill	24/11/2016	B4P6920	BLUTI	3	M		19.2	68	11.5	R	01101790A9	1	DRF	A	
Mill	24/11/2016	B4R7072	BLUTI	3	F		17.4	66	10.1	N	0110179E28	1	DRF	A	
Mill	24/11/2016	B4R7073	MARTI	3		F	18.9	64	10.8	N	0110179C63	1	DRF	A	
Mill	24/11/2016	C3T0002	GRETI	3	M				19.2	R	01101765BB	3	AM	A	
Mill	24/11/2016	C3T0059	GRETI	3	M		22.3	78	17.9	R	0110176CAB	1	DRF	A	
Mill	24/11/2016	C3T0069	NUTHA	2	M					R	01101783BC	3	AM	A	
Mill	24/11/2016	C3T0089	GRETI	3	M				17.2	R	0110176E8B	3	GHD	A	
Mill	24/11/2016	C3T0092	GRETI	3	M				19.0	R	0110176FC0	3	AM	A	
Mill	24/11/2016	C3T0093	GRETI	3	M				18.5	R	0110178599	3	AM	A	
Mill	24/11/2016	C3T0097	GRETI	4	M		23.2	79	19.6	N	0110177BCD	1	DRF	A	
Mill	24/11/2016	C3T0099	GRETI	4	F		21.9	78	16.2	N	01101782B8	1	DRF	A	
Mill	24/11/2016	C3T0100	GRETI	4	M		22.8	79	18.5	N 	01101780AF	1	DRF	A	
Mill	24/11/2016	C3T0101	GRETI	3	M		23.1	77	18.2	N	0110178460	1	DRF	A	
Mill	24/11/2016	CX22189	GRETI	4	M		23.0	79	19.4	R	0110178269	1	DRF	A	
Mill	24/11/2016	CX22195	GRETI	4	F		22.2	76	18.5	R	0110178702	1	DRF	A	
Mill	25/11/2016	B4P6921	MARTI	4	F				10.8	R	0110177F0D	3	AM	A	
Mill	25/11/2016	C3T0102	GRETI	4	M		22.8	78	17.7	N	011017709D	1	AM	A	
Mill	25/11/2016	B4R7075	MARTI	3	M		19.9	63	12.1	N	011017927A	1	DRF	A	
Mill	25/11/2016	B4R7052	MARTI	3	M				11.8	R	011017959A	3	AM	A	
Mill	25/11/2016	B4R7074	BLUTI	4	M		19.7	69	11.3	N	011017A425	1	DRF	A	
Mill	25/11/2016	C3T0005	GRETI	3	M		23.2	79	18.1	R	011017704E	1	DRF	A	
Mill	25/11/2016	C3T0076	GRETI	4	F				17.5	R	0110178253	3	AM	A	
Mill	25/11/2016	C3T0103	NUTHA	2	M		22.9	88		N	0110177F9D	1	DRF	A	
Mill	25/11/2016	C3T0104	GRETI	3	M		22.3	79	18.3	N	0110177E46	1	DRF	A	
Mill	13/01/2017	B4R7079	BLUTI	5	F		18.3	65	9.8	N	011017A166	1	DRF	A	
Mill	13/01/2017	C3T0106	GRETI	5	F		22.0	75	17.3	N	01101776EF	1	DRF	A	
Mill	13/01/2017	B4R7080	BLUTI	5	M		19.3	68	13.0	N	0110179577	1	DRF	A	
Mill	13/01/2017	B4R7081	BLUTI	5	F		18.5	60	10.4	N	011017A498	1	JKH	A	
Mill	13/01/2017	B4R7076	BLUTI	6	F		18.8	68	11.0	N	0110178F6D	1	DRF	A	
Mill	13/01/2017	B4R7077	BLUTI	6		F	20.6	69	11.1	N	01101793B5	1	DRF	A	
Mill	13/01/2017	B4R7078	BLUTI	6		M	20.1	72	11.8	N	0110178FE0	1	DRF	A	
Mill	13/01/2017	C3T0105	GRETI	5	M		22.4	77	17.9	N	011017890D	1	DRF	A	
BeeMarie	15/01/2017	C3L0404	GRETI	6	M			75.5	16.7	N	011017738A	1		A	
Mill	29/01/2017	C3L9853	GRETI	5	F		20.1	71	16.0	R	0110177773	1	JKH	A	
Mill	29/01/2017	C3T0107	GRETI	5	F		21.5	73	17.0	N	0110176D80	1	JKH	A	
Mill	29/01/2017	B4R7082	BLUTI	5	M		19.9	69	12.1	N	011017982F	1	JKH	A	
Mill	29/01/2017	B4R7083	BLUTI	5	F		18.7	64	10.2	N	011017A487	1	JKH	A	
Mill	29/01/2017	B4R7084	MARTI	5	M		18.2	64	10.9	N	01101791FF	1	DRF	A	
Mill	29/01/2017	B4P6967	BLUTI	5	M		19.0	67	11.2	R	0110179854	1	JKH	A	
Mill	29/01/2017	CL41359	GRETI	6	M		21.9	77	18.7	R	0110175EC8	1	DRF	A	
Mill	29/01/2017	B4R7085	BLUTI	5	M		18.5	64		N	0110179F3C	1	JKH	A	
Mill	29/01/2017	B4R7086	BLUTI	5	M		20.0	69	12.1	N	01101785AA	1	KBB	A	
Mill	29/01/2017	C3T0110	GRETI	5	M		22.0	79	18.1	N	0110176878	1	JKH	A	
Mill	29/01/2017	C3L9872	GRETI	5	F		21.9	73	16.6	R	0110178DB8	3	JKH	A	
Mill	29/01/2017	C3T0035	GRETI	5	F		22.4	75	17.8	R	0110177027	3	JKH	A	
Mill	29/01/2017	C3T0091	GRETI	5	M		23.0	76	19.8	R	0110177A03	3	JKH	A	
Mill	29/01/2017	C3T0109	GRETI	5	F		21.5	78	18.3	N	0110176938	1	KBB	A	
Mill	29/01/2017	C3T0111	GRETI	5	M		22.1	79	17.2	N	0110178C63	1	KBB	A	
Mill	03/02/2017	B4R7087	BLUTI	5	M		19.2	68	11.0	N	0110178F1C	1	DRF	A	
Mill	03/02/2017	C3T0116	GRETI	5	M		22.8	78	17.1	N	011017772D	1	DRF	A	
Mill	03/02/2017	C3T0118	GRETI	6	F		22.5	77		N	010799F947	1	RXR	A	
Mill	03/02/2017	B4R7088	BLUTI	5	F		18.6	66	11.1	N	0110178850	1	DRF	A	
Mill	03/02/2017	C3T0113	GRETI	6	M		23.4	79	18.4	N	01101780F1	1	DRF	A	
Mill	03/02/2017	C3T0114	GRETI	5	F		20.9	75	16.8	N	01101776EB	1	DRF	A	
Mill	03/02/2017	C3T0117	GRETI	5	F		21.1	74	16.0	N	0110177EB7	1	DRF	A	
Mill	04/02/2017	C3T0119	GRETI	5	M		22.9	76	18.7	N	011017733C	1	DRF	A	
Mill	04/02/2017	B4R7089	BLUTI	5		F	19.2	67	11.1	N	011017A048	1	DRF	A	
Mill	04/02/2017	C3L9837	GRETI	5	M		23.6	77	19.7	R	01101776D4	1	DRF	A	
Mill	04/02/2017	C3L9897	GRETI	5	M		21.9	77	17.5	R	01101765BE	1	DRF	A	
Mill	04/02/2017	B4R7091	BLUTI	5	M		18.9	68	11.6	N	0110179DA4	1	DRF	A	
Mill	04/02/2017	C3L9869	GRETI	5	F		21.7	74	16.8	R	0110176CA6	1	DRF	A	
Mill	04/02/2017	B4R7088	BLUTI	5					11.4	R	0110178850	3	DRF	A	
Mill	04/02/2017	B4R7090	BLUTI	6	M		18.8	70	11.4	N	011017979E	1	DRF	A	
Mill	04/02/2017	B4R7092	BLUTI	5		M	18.6	66	11.8	N	011017947F	1	DRF	A	
Mill	04/02/2017	C3T0054	GRETI	5	M		22.4	75	17.8	R	0110177A80	1	DRF	A	
Mill	04/02/2017	C3T0068	NUTHA	3	F		22.9	85	21.6	R	0110177BE2	3	DRF	A	
Mill	04/02/2017	C3T0101	GRETI	5	M				18.3	R	0110178460	3	DRF	A	
Mill	07/02/2017	C3T0120	GRETI	5	F		21.4	74	17.7	N	011017803D	1	RXR	A	
Mill	07/02/2017	C3T0121	NUTHA	2	F		23.0	86	21.8	N	01101778FF	1	DRF	A	
Mill	07/02/2017	B4R7090	BLUTI	6	M				11.3	R	011017979E	3	DRF	A	
Mill	11/02/2017	B1V6941	BLUTI	6			19.5	68	12.0	R	011017914E	3	JKH	A	
Mill	11/02/2017	B4R7062	MARTI	5					11.2	R	011017A77B	3	JKH	A	
Mill	11/02/2017	B4R7063	BLUTI	5			19.0	65	11.2	R	0110179121	3	JKH	A	
Mill	11/02/2017	C3T0122	GRETI	5	M		21.0	77	17.4	N	0110177D5C	1	JKH	A	
Mill	11/02/2017	B4R7072	BLUTI	5	F		17.4	65	10.8	R	0110179E28	3	JKH	A	
Mill	11/02/2017	B4R7095	MARTI	5			19.0	63	11.3	N	0110179AA2	1	JKH	A	
Mill	11/02/2017	B4R7096	BLUTI	6	F		19.0	65	12.2	N	01101791DD	1	JKH	A	
Mill	11/02/2017	B4R7078	BLUTI	6	M		19.8	71	12.5	R	0110178FE0	3	JKH	A	
Mill	11/02/2017	C3T0059	GRETI	5	M		22.0	77	18.8	R	0110176CAB	3	JKH	A	
Mill	11/02/2017	C3T0069	NUTHA	2	M		23.8	90	23.4	R	01101783BC	3	JKH	A	
Mill	11/02/2017	C3T0077	GRETI	5	F		21.0	74	16.7	R	0110177F58	3	JKH	A	
Mill	11/02/2017	C3T0088	GRETI	5	M		23.2	79	18.8	R	0110176D3E	3	JKH	A	
Mill	11/02/2017	C3T0089	GRETI	5	M				18.0	R	0110176E88	3	DRF	A	
Mill	11/02/2017	C3T0100	GRETI	6	M		22.5	78	18.6	R	01101780AF	3	JKH	A	
Mill	11/02/2017	C3T0123	GRETI	5	F		21.5	72	17.0	N	0110176A80	1	JKH	A	
	29/04/2017	C3L9880	GRETI	5	F		22.6	76	18.7	R	0110178351	1		A	B17
	02/05/2017	C3T0125	NUTHA	1	F				23.7	N	0110178167	1		N	78
	02/05/2017	C3T0126	NUTHA	1	F				22.8	N	01101787CE	1		N	78
	02/05/2017	C3T0127	NUTHA	1	M				22.7	N	011017776B	1		N	78
	02/05/2017	C3T0128	NUTHA	1	M				23.3	N	0110177731	1		N	78
	02/05/2017	C3T0129	NUTHA	1	M				24.1	N	0110176709	1		N	78
	02/05/2017	C3T0131	GRETI	1					14.2	N	01101788A5	1		N	112
	02/05/2017	C3T0132	GRETI	1					17.8	N	0110178396	1		N	112
	02/05/2017	C3T0134	GRETI	1					15.0	N	0110178A4A	1		N	112
	02/05/2017	C3T0135	GRETI	1					16.9	N	0110177A27	1		N	112
	02/05/2017	B4R7097	BLUTI	6	F		19.0	68	12.4	N	0110179A1D	1		A	224
	02/05/2017	C3T0124	NUTHA	1	M				23.4	N	010799F97B	1		N	78
	02/05/2017	C3T0130	NUTHA	1	M				23.9	N	011017787D	1		N	78
	02/05/2017	C3T0133	GRETI	1					17.4	N	01101783BB	1		N	112
	02/05/2017	C3T0136	GRETI	1					17.8	N	0110177823	1		N	112
	02/05/2017	C3T0137	GRETI	1					17.7	N	0110177B56	1		N	112
	02/05/2017	C3T0138	GRETI	1					14.2	N	0110178AA6	1		N	112
	04/05/2017	B4P6998	BLUTI	5	M		19.8	69	12.1	R	011017A432	3		A	F16
	04/05/2017	CX22198	GRETI	6	M		22.2	80	19.0	R	01101769D0	1		A	131
	04/05/2017	C3T0140	GRETI	5	M		22.4	76	18.9	N	01101769E9	1		A	97
	04/05/2017	B4R7098	BLUTI	6	F		19.2	66	12.1	N	0110179322	1		A	F16
	04/05/2017	C3T0141	NUTHA	1	M				16.9	N	0110177639	1		N	107
	04/05/2017	C3T0142	NUTHA	1	M				20.6	N	01101790EF	1		N	107
	04/05/2017	C3T0143	NUTHA	1	F				15.7	N	0110178885	1		N	107
	04/05/2017	C3T0144	NUTHA	1	F				19.0	N	010799F8DD	1		N	107
	04/05/2017	C3T0145	NUTHA	1	M				18.8	N	01101782BD	1		N	107
	04/05/2017	C3T0146	NUTHA	1	F				19.9	N	011017853D	1		N	107
	04/05/2017	C3T0147	NUTHA	1	M				18.6	N	0110176FAA	1		N	107
	04/05/2017	C3T0148	NUTHA	1	M				21.8	N	0110178231	1		N	133
	04/05/2017	C3T0149	NUTHA	1	F				21.9	N	0110177E18	1		N	133
	04/05/2017	C3T0150	NUTHA	1	F				22.1	N	0110178D06	1		N	133
	04/05/2017	C3T0151	NUTHA	1	M				22.6	N	0110177C87	1		N	133
	04/05/2017	C3T0152	NUTHA	1	F				22.0	N	0110178544	1		N	133
	04/05/2017	C3T0139	GRETI	5	F		22.2	75	17.8	N	0110176D8F	1		A	137
	07/05/2017	B4R7078	BLUTI	6	M		20.0	72	11.3	R	0110178FE0	2		A	174
	07/05/2017	C3T0158	GRETI	1					14.4	N	0110179108	1		N	137
	07/05/2017	C3T0160	GRETI	1					14.9	N	0110177D07	1		N	137
	07/05/2017	C3T0165	GRETI	1					16.0	N	01101777CC	1		N	D4
	07/05/2017	B4R7090	BLUTI	6	M		19.8	69	10.5	R	011017979E	2		A	8
	07/05/2017	B1V6950	BLUTI	6	F		19.2	69	11.7	R	01101793B8	1		A	111
	07/05/2017	C3T0178	GRETI	1					15.4	N	01101774D4	1		N	B17
	07/05/2017	B4R7100	BLUTI	6	M		18.8	69	10.7	N	011017A347	1		A	113
	07/05/2017	B4R7102	BLUTI	1					10.2	N	0110179512	1		N	113
	07/05/2017	B4R7105	BLUTI	1					11.1	N	0110179B3C	1		N	113
	07/05/2017	B4R7108	BLUTI	1					12.0	N	0110179C6D	1		N	A2
	07/05/2017	B4R7109	BLUTI	1					12.4	N	011017A34C	1		N	A2
	07/05/2017	B4R7111	BLUTI	1					11.9	N	0110179182	1		N	A2
	07/05/2017	B4R7112	BLUTI	1					10.9	N	011017970C	1		N	A2
	07/05/2017	B4R7099	BLUTI	5	F		19.1	66	12.7	N	01101793C7	1		A	208
	07/05/2017	B4R7110	BLUTI	1					12.4	N	0110179855	1		N	A2
	07/05/2017	C3T0062	GRETI	5	M		22.5	76	18.5	R	0110178D75	1	DRF	A	269
	07/05/2017	C3T0153	GRETI	1					15.3	N	011017876C	1		N	137
	07/05/2017	C3T0162	GRETI	1					17.2	N	0110176AA8	1		N	97
	07/05/2017	C3T0164	GRETI	1					16.2	N	0110177EE5	1		N	97
	07/05/2017	C3T0166	GRETI	1					16.7	N	0110177862	1		N	D4
	07/05/2017	C3T0167	GRETI	1					15.9	N	0110176FF8	1		N	D4
	07/05/2017	C3T0168	GRETI	1					17.3	N	01101770F7	1		N	D4
	07/05/2017	C3T0179	GRETI	6	F		22.2	76	18.6	N	0110178513	1		A	269
	08/05/2017	B4R7077	BLUTI	6		M	19.5	67	11.7	R	01101793B5	2		A	26
	08/05/2017	B4R7114	BLUTI	6	F		18.5	65	9.9	N	011017A420	1		A	F21
	08/05/2017	B4R7116	BLUTI	6	M		19.0	67	10.9	N	0110177DAB	1		A	F21
	08/05/2017	C3T0114	GRETI	5	F		21.0	74	18.9	R	01101776EB	2		A	77
	09/05/2017	C3T0180	GRETI	1					16.9	N	010799F912	1		N	55
	09/05/2017	C3T0181	GRETI	1					18.4	N	0110177157	1		N	55
	09/05/2017	C3T0183	GRETI	1					16.9	N	0110177D54	1		N	55
	09/05/2017	C3T0185	GRETI	1					15.6	N	0110177B75	1		N	55
	09/05/2017	C3T0186	GRETI	1					16.4	N	01101771DE	1		N	55
	09/05/2017	C3T0184	GRETI	1					18.8	N	0110177F93	1		N	55
	11/05/2017	C3T0189	GRETI	1					17.3	N	0110177881	1		N	126
	11/05/2017	C3T0190	GRETI	1					17.6	N	0110177699	1		N	126
	11/05/2017	B4R7117	BLUTI	1					9.4	N	0110179029	1		N	174
	11/05/2017	B4R7118	BLUTI	1					8.7	N	0110178EAC	1		N	174
	11/05/2017	B4R7120	BLUTI	1					9.6	N	01101791D2	1		N	174
	11/05/2017	B4R7122	BLUTI	1					10.8	N	011017950C	1		N	8
	11/05/2017	B4R7124	BLUTI	1					10.1	N	0110179417	1		N	8
	11/05/2017	B4R7126	BLUTI	1					9.8	N	011017875C	1		N	8
	11/05/2017	B4R7127	BLUTI	1					10.2	N	011017A5BC	1		N	8
	11/05/2017	B4R7128	BLUTI	1					11.3	N	0110179984	1		N	170
	11/05/2017	B4R7129	BLUTI	1					10.1	N	011017A7AD	1		N	170
	11/05/2017	B4R7130	BLUTI	1					4.0	N	0110179146	1		N	170
	11/05/2017	C3T0191	GRETI	1					16.1	N	01101771B3	1		N	269
	11/05/2017	C3T0192	GRETI	1					17.3	N	01101772A7	1		N	269
	11/05/2017	C3T0193	GRETI	1					16.3	N	0110177201	1		N	269
	11/05/2017	B4R7116	BLUTI	1					9.1	N	01101789D9	1		N	174
	11/05/2017	B4R7121	BLUTI	1					9.4	N	0110178EB6	1		N	174
	11/05/2017	C3T0187	GRETI	1					15.6	N	0110177889	1		N	126
	11/05/2017	C3T0188	GRETI	1					18.3	N	0110177715	1		N	126
	12/05/2017	B4P6962	BLUTI	6	M		19.2	70	11.0	R	0110176F61	1		A	44
	12/05/2017	B4R7063	BLUTI	5	M		18.8	64	10.2	R	0110179121	2		A	22
	12/05/2017	B4R7131	BLUTI	5	F		19.5	65		N	0110179839	1		A	GREY
	12/05/2017	B4R7132	BLUTI	5	F		19.0	63	10.7	N	011017A825	1		A	F07
	12/05/2017	C3T0197	GRETI	1					1.5	N	0110177297	1		N	177
	12/05/2017	C3T0199	GRETI	1					17.9	N	0110177456	1		N	AA14
	12/05/2017	C3T0200	GRETI	1					12.7	N	0110177BE9	1		N	AA14
	12/05/2017	C3T0201	GRETI	1					16.9	N	011017863C	1		N	AA14
	12/05/2017	C3T0202	GRETI	1					19.7	N	0110177468	1		N	AA14
	12/05/2017	B4R7138	BLUTI	4	M		19.1	67	11.9	N	011017A3C8	1		A	4M
	12/05/2017	C3L9872	GRETI	5	F		21.5	72	22.0	R	0110178DB8	2		A	46
	12/05/2017	C3T0195	GRETI	6	M		23.1	75	18.1	N	0110178EC9	1		A	AA14
	12/05/2017	C3T0198	GRETI	1					19.2	N	011017711E	1		N	AA14
	12/05/2017	C3T0203	GRETI	1					18.3	N	0110177C8D	1		N	AA14
	13/05/2017	B1V6941	BLUTI	6	F		19.8	69	11.4	R	011017914E	2		A	245
	13/05/2017	B4R7142	BLUTI	1					10.3	N	0110176BE6	1		N	6F
	13/05/2017	B4R7145	BLUTI	1					10.3	N	011017A1EF	1		N	6F
	13/05/2017	B4R7147	BLUTI	1					9.6	N	011017A3C2	1		N	F21
	13/05/2017	B4R7148	BLUTI	1					9.8	N	0110179FBE	1		N	F21
	13/05/2017	B4R7149	BLUTI	1					10.4	N	0110179010	1		N	F21
	13/05/2017	B4R7150	BLUTI	1					11.5	N	0110179B3B	1		N	F21
	13/05/2017	B4R7151	BLUTI	1					10.2	N	0110176919	1		N	F21
	13/05/2017	B4R7153	BLUTI	1					9.5	N	011017964A	1		N	F21
	13/05/2017	B4R7139	BLUTI	5	F		19.0	67	11.1	N	0110179961	1		A	258
	13/05/2017	B4R7141	BLUTI	1					10.4	N	011017942B	1		N	6F
	15/05/2017	C3L0401	GRETI	6	M		23.5	79		R	0110178498	1		A	73
	15/05/2017	C2V1203	GRETI	6	F		22.1	76	17.6	R	0110176CAA	1		A	73
	15/05/2017	B4R7157	BLUTI	1					9.6	N	01101797AF	1		N	F07
	15/05/2017	B4R7158	BLUTI	1					10.6	N	0110179506	1		N	F07
	15/05/2017	B4R7159	BLUTI	1					10.2	N	011017A0ED	1		N	F07
	15/05/2017	B4R7160	BLUTI	1					11.0	N	0110179076	1		N	F07
	15/05/2017	B4R7155	BLUTI	6	M		22.3	72	11.3	N	011017916F	1		A	60
	15/05/2017	B4R7156	BLUTI	6	F		18.0	67	10.6	N	011017926C	1		A	60
	16/05/2017	C3T0205	GRETI	1					17.2	N	0110178B81	1		N	46
	16/05/2017	C3T0206	GRETI	1					17.2	N	0110176ED8	1		N	46
	16/05/2017	C3T0207	GRETI	1					18.0	N	0110178EE4	1		N	46
	16/05/2017	B4R7161	BLUTI	1					10.1	N	01101798D5	1		N	22
	16/05/2017	B4R7162	BLUTI	1					9.9	N	0110179E1A	1		N	22
	16/05/2017	B4R7163	BLUTI	1					10.0	N	011017A0DA	1		N	22
	16/05/2017	B4R7164	BLUTI	1					11.0	N	0110178E5B	1		N	22
	16/05/2017	C3T0204	GRETI	1					18.2	N	01101779AA	1		N	46
	19/05/2017	B4R7187	BLUTI	1					10.9	N	0110179531	1		N	258
	19/05/2017	B4R7188	BLUTI	1					11.9	N	0110179670	1		N	258
	19/05/2017	B4R7189	BLUTI	1					11.6	N	0110179491	1		N	258
	19/05/2017	B4R7190	BLUTI	1					11.1	N	0110179256	1		N	258
	19/05/2017	B4R7191	BLUTI	1					11.0	N	011017A1C2	1		N	258
	19/05/2017	B4R7193	BLUTI	1					11.0	N	0110179E37	1		N	245
	19/05/2017	B4R7194	BLUTI	1					12.6	N	0110178442	1		N	245
	19/05/2017	B4R7195	BLUTI	1					11.9	N	01101793BE	1		N	245
	19/05/2017	C3T0209	GRETI	1					14.7	N	0110177DF3	1		N	62
	19/05/2017	C3T0210	GRETI	1					15.5	N	0110177646	1		N	62
	19/05/2017	B4R7197	BLUTI	1					9.4	N	0110178E00	1		N	60
	19/05/2017	B4R7198	BLUTI	1					9.8	N	01101783B5	1		N	60
	19/05/2017	B4R7199	BLUTI	1					10.2	N	011017914A	1		N	60
	19/05/2017	B4R7200	BLUTI	1					9.9	N	0110179966	1		N	60
	19/05/2017	B4R7205	BLUTI	1					10.1	N	0110176920	1		N	224
	19/05/2017	B4R7206	BLUTI	1					9.8	N	01101793F5	1		N	224
